start,duration,depth,peak,end,td.max.hf,td.min.hf,td.mean.hf
1984-12-21 15:00:00,14,0.4,0.09,1984-12-22 05:00:00,3.143,-2.946,0.4694
1984-12-24 21:00:00,6,0.11,0.03,1984-12-25 03:00:00,2.585,-2.585,-0.292285714285714
1985-01-02 10:00:00,4,0.15,0.06,1985-01-02 14:00:00,3.245,-0.325,1.5828
1985-01-04 16:00:00,14,0.27,0.06,1985-01-05 06:00:00,3.045,-2.205,0.172333333333333
1985-01-11 03:00:00,11,0.18,0.04,1985-01-11 14:00:00,2.244,-3.376,-0.369333333333333
1985-01-17 05:00:00,8,0.32,0.06,1985-01-17 13:00:00,3.484,-4.104,0.722555555555556
1985-01-20 08:00:00,6,0.11,0.03,1985-01-20 14:00:00,1.906,-3.924,-0.346428571428571
1985-01-25 23:00:00,2,0.15,0.08,1985-01-26 01:00:00,-0.935,-2.736,-2.05933333333333
1985-01-31 08:00:00,11,0.3,0.08,1985-01-31 19:00:00,2.956,-2.736,0.0440833333333333
1985-02-01 04:00:00,43,1.02,0.09,1985-02-02 23:00:00,3.415,-2.736,0.519204545454545
1985-02-05 16:00:00,14,0.42,0.06,1985-02-06 06:00:00,1.814,-3.537,-0.990777777777778
1985-02-12 07:00:00,9,0.98,0.27,1985-02-12 16:00:00,2.756,-0.925,0.79975
1985-03-04 13:00:00,6,0.13,0.05,1985-03-04 19:00:00,2.595,-2.726,-0.397857142857143
1985-03-05 03:00:00,3,0.15,0.1,1985-03-05 06:00:00,0.906,-1.926,-0.52325
1985-03-08 02:00:00,9,0.1,0.02,1985-03-08 11:00:00,3.294,-3.356,-0.3191
1985-03-12 00:00:00,12,0.32,0.05,1985-03-12 12:00:00,3.835,-2.927,0.695153846153846
1985-03-22 21:00:00,18,0.48,0.08,1985-03-23 15:00:00,2.723,-3.146,-0.108631578947368
1985-03-24 14:00:00,11,0.27,0.08,1985-03-25 01:00:00,2.785,-2.835,0.2485
1985-03-31 14:00:00,12,0.62,0.16,1985-04-01 02:00:00,3.114,-2.546,0.427230769230769
1985-05-02 17:00:00,18,2.23,0.29,1985-05-03 11:00:00,3.825,-3.274,0.233736842105263
1985-05-17 10:00:00,19,1.38,0.5,1985-05-18 05:00:00,4.026,-2.277,1.38
1985-05-21 20:00:00,1,0.7,0.7,1985-05-21 21:00:00,-2.434,-3.117,-2.7755
1985-05-23 09:00:00,9,0.35,0.1,1985-05-23 18:00:00,2.805,-2.805,0.1577
1985-05-28 17:00:00,5,0.22,0.09,1985-05-28 22:00:00,3.094,-0.335,1.82416666666667
1985-06-01 02:00:00,2,0.25,0.18,1985-06-01 04:00:00,1.946,-0.197,0.894666666666667
1985-06-03 16:00:00,1,0.27,0.27,1985-06-03 17:00:00,1.033,0.003,0.518
1985-06-08 07:00:00,4,0.21,0.13,1985-06-08 11:00:00,2.536,-1.585,0.4606
1985-06-15 21:00:00,6,0.31,0.13,1985-06-16 03:00:00,3.504,0.604,2.15042857142857
1985-06-16 18:00:00,6,0.42,0.3,1985-06-17 00:00:00,3.504,-3.327,-0.03
1985-06-18 03:00:00,1,0.14,0.14,1985-06-18 04:00:00,2.536,1.424,1.98
1985-07-08 16:00:00,6,1.27,0.69,1985-07-08 22:00:00,2.976,-0.187,1.642
1985-07-10 13:00:00,2,0.35,0.26,1985-07-10 15:00:00,-2.024,-2.785,-2.33466666666667
1985-07-15 22:00:00,4,1.07,1.03,1985-07-16 02:00:00,3.865,2.103,3.0006
1985-07-22 20:00:00,4,0.42,0.28,1985-07-23 00:00:00,0.535,-3.107,-1.4632
1985-07-25 19:00:00,14,0.79,0.24,1985-07-26 09:00:00,3.934,-1.765,1.51586666666667
1985-07-26 20:00:00,12,0.25,0.08,1985-07-27 08:00:00,3.465,-3.356,0.00876923076923074
1985-07-31 15:00:00,9,0.35,0.17,1985-08-01 00:00:00,3.376,-2.444,0.3096
1985-08-08 01:00:00,8,0.92,0.4,1985-08-08 09:00:00,2.703,-2.444,0.69
1985-08-18 14:00:00,13,0.19,0.06,1985-08-19 03:00:00,4.045,-3.264,0.896785714285714
1985-08-21 03:00:00,10,0.51,0.16,1985-08-21 13:00:00,3.386,-3.396,0.213818181818182
1985-08-25 01:00:00,7,0.61,0.35,1985-08-25 08:00:00,2.346,-2.234,-0.142625
1985-08-25 18:00:00,7,0.51,0.22,1985-08-26 01:00:00,4.006,0.236,2.3285
1985-09-08 12:00:00,2,0.41,0.39,1985-09-08 14:00:00,-0.607,-1.955,-1.322
1985-09-09 14:00:00,1,0.23,0.23,1985-09-09 15:00:00,-2.306,-2.674,-2.49
1985-09-10 16:00:00,2,0.46,0.38,1985-09-10 18:00:00,1.043,-2.516,-0.726
1985-09-26 19:00:00,18,4.64,1.1,1985-09-27 13:00:00,4.544,-2.405,1.77889473684211
1985-10-02 13:00:00,20,1.2,0.32,1985-10-03 09:00:00,3.396,-2.805,0.718619047619048
1985-10-04 06:00:00,2,0.15,0.13,1985-10-04 08:00:00,1.946,-0.007,0.961333333333333
1985-10-05 10:00:00,1,0.11,0.11,1985-10-05 11:00:00,-0.705,-1.404,-1.0545
1985-11-04 19:00:00,9,0.95,0.31,1985-11-05 04:00:00,4.554,0.866,2.8517
1985-11-14 16:00:00,7,0.22,0.13,1985-11-14 23:00:00,3.323,-3.015,-0.30025
1985-11-16 06:00:00,20,1.55,0.18,1985-11-17 02:00:00,4.485,-3.136,0.61352380952381
1985-11-22 05:00:00,13,0.87,0.13,1985-11-22 18:00:00,3.094,-2.897,0.452857142857143
1985-11-26 16:00:00,14,0.26,0.08,1985-11-27 06:00:00,3.035,-2.585,0.303333333333333
1985-11-27 19:00:00,31,1.47,0.2,1985-11-29 02:00:00,4.564,-2.405,1.01684375
1985-11-30 08:00:00,22,0.78,0.1,1985-12-01 06:00:00,4.954,-1.365,1.84621739130435
1985-12-13 07:00:00,16,0.54,0.12,1985-12-13 23:00:00,4.865,-2.854,0.797470588235294
1985-12-20 17:00:00,7,0.1,0.03,1985-12-21 00:00:00,2.615,-0.955,1.08425
1986-01-03 07:00:00,5,0.58,0.2,1986-01-03 12:00:00,2.526,-2.096,0.3045
1986-01-05 02:00:00,2,0.16,0.12,1986-01-05 04:00:00,-1.857,-3.264,-2.63533333333333
1986-01-19 05:00:00,21,0.52,0.11,1986-01-20 02:00:00,2.536,-2.736,0.338409090909091
1986-01-25 10:00:00,43,2.59,0.29,1986-01-27 05:00:00,4.944,-1.755,1.45261363636364
1986-01-29 16:00:00,9,0.12,0.05,1986-01-30 01:00:00,2.664,-3.484,-0.6043
1986-02-04 05:00:00,18,0.76,0.1,1986-02-04 23:00:00,3.264,-2.956,0.517631578947368
1986-02-07 01:00:00,19,0.65,0.17,1986-02-07 20:00:00,4.104,-2.635,0.57
1986-02-11 04:00:00,7,0.4,0.08,1986-02-11 11:00:00,2.175,-3.527,-1.01725
1986-02-14 17:00:00,9,0.14,0.03,1986-02-15 02:00:00,2.956,-2.936,-0.2152
1986-02-18 08:00:00,11,0.84,0.15,1986-02-18 19:00:00,3.074,-2.254,0.327166666666667
1986-02-21 13:00:00,6,0.15,0.06,1986-02-21 19:00:00,3.094,-1.686,0.315428571428571
1986-02-22 21:00:00,12,0.16,0.06,1986-02-23 09:00:00,3.274,-2.224,0.637307692307692
1986-03-13 05:00:00,10,0.38,0.21,1986-03-13 15:00:00,2.864,-3.186,-0.261636363636364
1986-03-13 21:00:00,25,0.48,0.18,1986-03-14 22:00:00,3.714,-2.936,0.425576923076923
1986-03-15 20:00:00,6,0.32,0.1,1986-03-16 02:00:00,1.696,-2.297,-0.731
1986-04-05 22:00:00,16,0.49,0.12,1986-04-06 14:00:00,4.026,-2.575,1.28652941176471
1986-04-15 15:00:00,33,2.91,0.45,1986-04-17 00:00:00,4.544,-1.414,1.32920588235294
1986-04-17 06:00:00,20,0.48,0.09,1986-04-18 02:00:00,3.963,-1.696,1.1032380952381
1986-04-21 06:00:00,10,0.1,0.03,1986-04-21 16:00:00,4.465,-1.316,1.89445454545455
1986-04-22 11:00:00,14,0.31,0.06,1986-04-23 01:00:00,3.914,-3.074,0.9138
1986-05-20 06:00:00,13,0.32,0.06,1986-05-20 19:00:00,3.255,-2.697,0.311857142857143
1986-05-22 02:00:00,3,0.33,0.14,1986-05-22 05:00:00,2.175,-1.056,0.575
1986-06-12 01:00:00,1,0.27,0.27,1986-06-12 02:00:00,1.286,-0.095,0.5955
1986-06-12 15:00:00,10,1.34,1.06,1986-06-13 01:00:00,2.884,-2.316,0.360363636363636
1986-06-24 08:00:00,1,0.19,0.19,1986-06-24 09:00:00,-1.106,-2.185,-1.6455
1986-07-02 01:00:00,7,1.33,0.44,1986-07-02 08:00:00,1.824,-2.326,-0.50325
1986-07-09 17:00:00,3,0.13,0.06,1986-07-09 20:00:00,1.155,-2.024,-0.42975
1986-07-13 18:00:00,1,0.51,0.51,1986-07-13 19:00:00,3.734,3.176,3.455
1986-07-18 02:00:00,3,0.22,0.14,1986-07-18 05:00:00,0.036,-2.874,-1.4945
1986-07-19 00:00:00,8,1.16,1.05,1986-07-19 08:00:00,3.885,-2.605,0.0328888888888889
1986-07-26 13:00:00,3,0.37,0.34,1986-07-26 16:00:00,2.044,-2.336,0.0590000000000001
1986-07-26 23:00:00,3,0.25,0.19,1986-07-27 02:00:00,-1.076,-2.726,-2.0455
1986-08-02 18:00:00,7,0.38,0.17,1986-08-03 01:00:00,4.124,-1.804,1.988125
1986-08-17 15:00:00,4,1.67,0.86,1986-08-17 19:00:00,-0.197,-2.927,-1.5882
1986-08-18 05:00:00,3,0.17,0.15,1986-08-18 08:00:00,-0.945,-2.566,-1.7055
1986-08-21 00:00:00,23,1.05,0.22,1986-08-21 23:00:00,4.495,-2.785,1.15970833333333
1986-08-28 07:00:00,5,0.38,0.1,1986-08-28 12:00:00,1.585,-1.926,0.182666666666667
1986-09-02 03:00:00,8,0.21,0.04,1986-09-02 11:00:00,1.883,-2.986,-0.626777777777778
1986-09-05 16:00:00,6,0.23,0.12,1986-09-05 22:00:00,2.464,-2.464,-0.325285714285714
1986-09-18 19:00:00,10,0.2,0.06,1986-09-19 05:00:00,3.484,-3.156,0.419090909090909
1986-09-23 17:00:00,6,0.96,0.56,1986-09-23 23:00:00,3.396,-2.254,0.672571428571429
1986-09-24 10:00:00,2,0.13,0.1,1986-09-24 12:00:00,-1.765,-3.156,-2.52166666666667
1986-09-26 21:00:00,1,0.14,0.14,1986-09-26 22:00:00,2.185,1.155,1.67
1986-09-27 05:00:00,13,0.46,0.14,1986-09-27 18:00:00,2.165,-2.375,0.280285714285714
1986-10-01 21:00:00,7,0.38,0.17,1986-10-02 04:00:00,3.333,-0.305,1.578875
1986-10-13 09:00:00,8,0.16,0.05,1986-10-13 17:00:00,3.074,-2.785,0.389555555555555
1986-10-13 23:00:00,13,0.64,0.23,1986-10-14 12:00:00,3.543,-2.805,0.743571428571429
1986-10-26 02:00:00,20,0.88,0.18,1986-10-26 22:00:00,3.114,-2.464,0.650380952380952
1986-11-02 02:00:00,7,0.37,0.09,1986-11-02 09:00:00,2.254,-3.527,-0.9555
1986-11-04 07:00:00,6,0.15,0.05,1986-11-04 13:00:00,2.484,-2.795,-0.668428571428571
1986-11-05 04:00:00,26,1.24,0.14,1986-11-06 06:00:00,3.914,-3.415,0.655740740740741
1986-11-07 18:00:00,16,0.69,0.19,1986-11-08 10:00:00,3.816,-2.615,0.891764705882353
1986-11-11 08:00:00,10,0.78,0.24,1986-11-11 18:00:00,2.585,-2.497,0.101090909090909
1986-11-18 20:00:00,9,0.89,0.43,1986-11-19 05:00:00,3.376,-2.044,0.8422
1986-11-20 15:00:00,11,0.81,0.18,1986-11-21 02:00:00,4.393,-0.226,1.94525
1986-11-24 03:00:00,4,0.2,0.08,1986-11-24 07:00:00,2.966,-0.266,1.653
1986-11-26 06:00:00,15,1.05,0.19,1986-11-26 21:00:00,3.924,-2.224,0.9484375
1986-12-02 11:00:00,22,1.86,0.24,1986-12-03 09:00:00,5.633,-1.014,2.55213043478261
1986-12-09 01:00:00,20,0.76,0.12,1986-12-09 21:00:00,3.953,-3.136,0.437571428571429
1986-12-11 13:00:00,13,0.41,0.1,1986-12-12 02:00:00,2.756,-2.605,0.227714285714286
1986-12-18 05:00:00,16,0.93,0.17,1986-12-18 21:00:00,4.455,-2.326,0.959647058823529
1986-12-24 14:00:00,19,1.92,0.7,1986-12-25 09:00:00,4.344,-2.526,1.62665
1987-01-01 17:00:00,22,1.2,0.23,1987-01-02 15:00:00,5.413,-2.497,1.10147826086957
1987-01-10 09:00:00,10,0.25,0.08,1987-01-10 19:00:00,3.274,-2.365,0.430272727272727
1987-01-18 07:00:00,9,0.71,0.18,1987-01-18 16:00:00,3.504,-2.946,0.168
1987-01-19 08:00:00,15,0.9,0.14,1987-01-19 23:00:00,3.714,-2.625,0.474375
1987-01-22 09:00:00,14,1.03,0.23,1987-01-22 23:00:00,3.996,-2.375,0.965333333333333
1987-01-25 21:00:00,14,0.37,0.05,1987-01-26 11:00:00,3.294,-3.527,0.214933333333333
1987-02-09 03:00:00,9,0.25,0.06,1987-02-09 12:00:00,0.404,-3.435,-1.4199
1987-02-23 00:00:00,10,0.68,0.14,1987-02-23 10:00:00,2.956,-3.494,-0.277636363636364
1987-02-28 21:00:00,16,0.49,0.09,1987-03-01 13:00:00,2.986,-3.107,0.263529411764706
1987-03-28 03:00:00,5,0.19,0.07,1987-03-28 08:00:00,1.086,-2.766,-1.17683333333333
1987-03-30 15:00:00,24,0.62,0.18,1987-03-31 15:00:00,4.744,-1.916,1.55008
1987-04-03 23:00:00,14,1.27,0.26,1987-04-04 13:00:00,4.373,-2.854,1.04853333333333
1987-04-05 15:00:00,15,0.79,0.13,1987-04-06 06:00:00,4.016,-1.404,1.407
1987-04-16 19:00:00,21,0.49,0.1,1987-04-17 16:00:00,4.993,-2.185,1.38372727272727
1987-04-24 03:00:00,9,0.24,0.11,1987-04-24 12:00:00,3.704,-2.474,0.6494
1987-04-24 18:00:00,14,0.74,0.29,1987-04-25 08:00:00,3.333,-3.045,-0.0332
1987-05-02 11:00:00,3,0.16,0.08,1987-05-02 14:00:00,0.423,-3.035,-1.51075
1987-05-03 02:00:00,4,0.18,0.08,1987-05-03 06:00:00,3.734,1.526,2.863
1987-05-03 22:00:00,23,1.14,0.14,1987-05-04 21:00:00,3.576,-2.444,0.608916666666667
1987-05-15 08:00:00,10,0.33,0.22,1987-05-15 18:00:00,2.703,-3.274,-0.099
1987-05-19 00:00:00,48,1.09,0.13,1987-05-21 00:00:00,3.875,-3.284,0.64330612244898
1987-05-27 08:00:00,3,0.12,0.05,1987-05-27 11:00:00,0.554,-2.956,-1.4625
1987-06-02 01:00:00,6,0.1,0.08,1987-06-02 07:00:00,3.553,-0.295,2.02714285714286
1987-06-04 17:00:00,7,0.64,0.23,1987-06-05 00:00:00,3.054,-1.096,1.37375
1987-06-09 08:00:00,2,0.11,0.07,1987-06-09 10:00:00,1.975,-0.364,0.861666666666667
1987-06-21 10:00:00,9,0.36,0.33,1987-06-21 19:00:00,2.946,-2.917,-0.2294
1987-06-27 01:00:00,4,0.6,0.4,1987-06-27 05:00:00,4.524,1.775,3.4586
1987-07-01 21:00:00,30,2.05,0.53,1987-07-03 03:00:00,3.304,-2.756,0.233161290322581
1987-07-08 02:00:00,6,0.2,0.17,1987-07-08 08:00:00,0.755,-2.516,-0.799428571428571
1987-07-09 18:00:00,2,0.3,0.26,1987-07-09 20:00:00,-0.784,-3.274,-2.348
1987-07-12 16:00:00,4,1.04,0.44,1987-07-12 20:00:00,2.904,-1.447,0.708
1987-07-14 14:00:00,5,1.08,0.46,1987-07-14 19:00:00,4.196,1.893,3.091
1987-08-05 14:00:00,6,0.59,0.33,1987-08-05 20:00:00,3.045,-2.946,-0.376857142857143
1987-08-09 22:00:00,3,1.17,0.59,1987-08-10 01:00:00,4.514,0.394,2.605
1987-08-22 10:00:00,2,0.26,0.18,1987-08-22 12:00:00,2.585,0.925,1.788
1987-08-27 00:00:00,10,0.29,0.14,1987-08-27 10:00:00,3.284,-2.946,0.575363636363636
1987-08-29 02:00:00,3,0.77,0.66,1987-08-29 05:00:00,3.445,1.663,2.74925
1987-08-31 22:00:00,5,0.57,0.38,1987-09-01 03:00:00,0.833,-2.234,-0.877666666666667
1987-09-08 08:00:00,10,0.2,0.12,1987-09-08 18:00:00,3.786,-3.376,0.779636363636364
1987-09-12 22:00:00,22,1.07,0.4,1987-09-13 20:00:00,4.226,-1.946,1.13286956521739
1987-09-17 09:00:00,19,0.53,0.34,1987-09-18 04:00:00,3.816,-2.336,0.77515
1987-09-18 19:00:00,2,0.29,0.24,1987-09-18 21:00:00,3.353,1.165,2.334
1987-09-21 21:00:00,5,0.22,0.09,1987-09-22 02:00:00,4.364,0.614,2.9245
1987-09-22 16:00:00,1,0.12,0.12,1987-09-22 17:00:00,1.444,0.344,0.894
1987-09-30 07:00:00,4,0.14,0.08,1987-09-30 11:00:00,2.625,-0.837,0.9606
1987-10-03 14:00:00,14,1.04,0.23,1987-10-04 04:00:00,2.024,-3.645,-0.789666666666667
1987-10-07 02:00:00,2,0.15,0.11,1987-10-07 04:00:00,3.973,1.486,2.69466666666667
1987-10-27 17:00:00,8,1.4,0.64,1987-10-28 01:00:00,3.615,-1.795,0.616666666666667
1987-11-10 11:00:00,14,0.9,0.19,1987-11-11 01:00:00,2.785,-3.776,-0.241866666666667
1987-11-11 08:00:00,16,0.34,0.09,1987-11-12 00:00:00,4.016,-2.087,1.02635294117647
1987-11-28 22:00:00,32,0.77,0.13,1987-11-30 06:00:00,4.475,-2.244,1.05506060606061
1987-12-10 18:00:00,12,0.23,0.06,1987-12-11 06:00:00,2.654,-2.815,0.226153846153846
1987-12-15 02:00:00,19,0.69,0.1,1987-12-15 21:00:00,4.124,-3.255,0.8688
1987-12-20 03:00:00,9,0.27,0.08,1987-12-20 12:00:00,3.494,-2.907,-0.1868
1987-12-26 00:00:00,7,0.14,0.06,1987-12-26 07:00:00,2.605,-3.435,-0.085375
1987-12-28 16:00:00,19,0.17,0.02,1987-12-29 11:00:00,3.934,-2.566,0.9783
1988-01-03 20:00:00,11,0.33,0.06,1988-01-04 07:00:00,2.215,-3.015,-0.310166666666667
1988-01-08 00:00:00,23,0.39,0.05,1988-01-08 23:00:00,2.884,-3.566,-0.403166666666667
1988-01-18 01:00:00,8,0.44,0.13,1988-01-18 09:00:00,1.834,-3.704,-1.19566666666667
1988-01-19 23:00:00,21,0.72,0.22,1988-01-20 20:00:00,4.774,-3.455,0.820318181818182
1988-01-25 11:00:00,17,0.77,0.11,1988-01-26 04:00:00,2.736,-2.795,-0.424777777777778
1988-02-02 12:00:00,14,0.56,0.13,1988-02-03 02:00:00,2.956,-3.465,0.04
1988-02-04 05:00:00,8,0.54,0.15,1988-02-04 13:00:00,3.323,-1.545,0.684666666666667
1988-02-11 20:00:00,26,1.71,0.34,1988-02-12 22:00:00,4.406,-2.244,1.30007407407407
1988-02-15 16:00:00,11,0.42,0.11,1988-02-16 03:00:00,2.684,-3.107,-0.0325833333333333
1988-02-19 16:00:00,10,0.76,0.2,1988-02-20 02:00:00,3.524,-2.546,0.748
1988-03-04 12:00:00,9,0.76,0.18,1988-03-04 21:00:00,2.966,-2.835,0.5383
1988-03-26 06:00:00,19,1.4,0.48,1988-03-27 01:00:00,3.045,-2.415,0.55385
1988-04-07 05:00:00,21,1.14,0.28,1988-04-08 02:00:00,4.813,-1.257,1.41354545454545
1988-04-18 12:00:00,6,0.18,0.12,1988-04-18 18:00:00,3.025,-0.036,1.56442857142857
1988-04-23 21:00:00,3,0.16,0.06,1988-04-24 00:00:00,1.906,-1.056,0.447
1988-04-27 20:00:00,5,1.14,0.34,1988-04-28 01:00:00,3.865,1.873,2.88433333333333
1988-04-29 18:00:00,12,0.1,0.02,1988-04-30 06:00:00,3.274,-2.946,0.169384615384615
1988-05-05 03:00:00,16,0.29,0.09,1988-05-05 19:00:00,3.455,-3.304,0.571529411764706
1988-05-06 03:00:00,16,0.47,0.08,1988-05-06 19:00:00,4.055,-2.516,1.29247058823529
1988-05-11 00:00:00,5,0.15,0.13,1988-05-11 05:00:00,0.735,-3.064,-1.39366666666667
1988-05-18 02:00:00,12,0.21,0.08,1988-05-18 14:00:00,4.144,-2.585,0.792
1988-05-18 23:00:00,29,1.21,0.19,1988-05-20 04:00:00,4.846,-1.755,1.38743333333333
1988-05-22 18:00:00,1,0.24,0.24,1988-05-22 19:00:00,3.054,2.703,2.8785
1988-05-23 21:00:00,3,0.54,0.46,1988-05-24 00:00:00,2.356,-0.417,0.97175
1988-05-24 18:00:00,6,0.29,0.19,1988-05-25 00:00:00,2.966,-0.046,1.715
1988-06-01 17:00:00,7,0.22,0.1,1988-06-02 00:00:00,1.755,-3.127,-0.763
1988-06-09 07:00:00,6,0.22,0.09,1988-06-09 13:00:00,3.406,-0.236,1.949
1988-07-09 11:00:00,1,0.11,0.11,1988-07-09 12:00:00,1.883,0.755,1.319
1988-07-17 18:00:00,2,0.99,0.84,1988-07-17 20:00:00,1.234,-0.715,0.310666666666667
1988-07-20 19:00:00,2,0.17,0.16,1988-07-20 21:00:00,2.165,0.085,1.101
1988-07-21 03:00:00,2,0.12,0.08,1988-07-21 05:00:00,2.064,-0.046,1.04766666666667
1988-07-21 19:00:00,7,3.35,1.69,1988-07-22 02:00:00,3.543,-2.024,0.6495
1988-07-23 15:00:00,10,0.93,0.28,1988-07-24 01:00:00,3.353,-3.084,0.979181818181818
1988-07-26 19:00:00,5,1.97,1.47,1988-07-27 00:00:00,4.514,-0.525,2.62133333333333
1988-07-27 19:00:00,10,0.33,0.25,1988-07-28 05:00:00,4.534,-3.015,1.66109090909091
1988-08-17 14:00:00,7,0.78,0.67,1988-08-17 21:00:00,3.176,-0.764,1.59
1988-08-19 06:00:00,5,0.12,0.04,1988-08-19 11:00:00,2.625,-2.287,0.219333333333333
1988-08-20 09:00:00,7,0.28,0.05,1988-08-20 16:00:00,1.234,-2.884,-0.94525
1988-08-23 20:00:00,9,1.53,0.8,1988-08-24 05:00:00,4.324,-1.355,1.8984
1988-08-24 22:00:00,4,0.19,0.09,1988-08-25 02:00:00,4.354,1.565,3.2362
1988-08-29 09:00:00,7,0.19,0.05,1988-08-29 16:00:00,4.226,-3.304,0.823375
1988-09-04 06:00:00,22,1.98,0.71,1988-09-05 04:00:00,4.255,-2.116,1.08369565217391
1988-09-13 04:00:00,5,0.31,0.2,1988-09-13 09:00:00,2.254,-2.497,-0.197666666666667
1988-09-17 15:00:00,6,0.15,0.06,1988-09-17 21:00:00,3.353,0.305,2.07714285714286
1988-09-24 20:00:00,9,0.14,0.03,1988-09-25 05:00:00,3.635,-2.454,1.1041
1988-10-02 18:00:00,4,0.37,0.31,1988-10-02 22:00:00,3.425,0.715,2.3332
1988-10-21 13:00:00,15,1.58,0.36,1988-10-22 04:00:00,4.436,-2.405,0.9071875
1988-11-01 04:00:00,11,0.73,0.2,1988-11-01 15:00:00,2.116,-2.454,-0.0531666666666667
1988-11-05 12:00:00,12,0.23,0.15,1988-11-06 00:00:00,4.154,-1.575,1.40676923076923
1988-11-13 11:00:00,4,0.31,0.19,1988-11-13 15:00:00,3.576,-1.375,1.3312
1988-11-17 04:00:00,8,0.65,0.23,1988-11-17 12:00:00,2.635,-1.106,0.992555555555556
1988-11-19 16:00:00,30,1.37,0.31,1988-11-20 22:00:00,3.484,-3.205,0.275903225806452
1988-11-27 10:00:00,28,1.78,0.6,1988-11-28 14:00:00,3.865,-2.385,0.539379310344828
1988-12-21 12:00:00,6,0.19,0.06,1988-12-21 18:00:00,2.575,-2.805,0.113285714285714
1988-12-23 10:00:00,8,0.2,0.05,1988-12-23 18:00:00,3.753,-0.384,1.73555555555556
1988-12-24 08:00:00,13,0.39,0.17,1988-12-24 21:00:00,3.465,-3.425,0.195
1988-12-28 13:00:00,5,0.18,0.16,1988-12-28 18:00:00,3.143,-1.345,1.39116666666667
1989-01-06 06:00:00,15,0.52,0.1,1989-01-06 21:00:00,3.694,-3.596,-0.00937499999999998
1989-01-08 08:00:00,4,0.1,0.03,1989-01-08 12:00:00,2.835,-2.254,0.2046
1989-01-12 06:00:00,11,0.66,0.19,1989-01-12 17:00:00,3.045,-3.396,-0.221166666666667
1989-01-14 22:00:00,9,0.65,0.22,1989-01-15 07:00:00,2.795,-3.514,-0.7235
1989-01-30 08:00:00,7,0.31,0.09,1989-01-30 15:00:00,2.356,-2.844,-0.583875
1989-02-03 06:00:00,16,0.38,0.09,1989-02-03 22:00:00,3.986,-2.487,0.650705882352941
1989-02-13 23:00:00,10,0.41,0.06,1989-02-14 09:00:00,3.304,-3.136,-0.0109090909090909
1989-02-15 06:00:00,19,0.55,0.09,1989-02-16 01:00:00,2.595,-3.225,0.02795
1989-02-21 00:00:00,16,1.14,0.22,1989-02-21 16:00:00,NA,NA,NA
1989-02-22 01:00:00,14,0.46,0.09,1989-02-22 15:00:00,NA,NA,NA
1989-02-26 11:00:00,10,0.26,0.05,1989-02-26 21:00:00,NA,NA,NA
1989-03-06 04:00:00,19,1.07,0.16,1989-03-06 23:00:00,2.528,-3.722,-0.7851
1989-03-18 16:00:00,2,0.26,0.13,1989-03-18 18:00:00,-1.261,-2.974,-2.136
1989-03-20 20:00:00,14,0.46,0.09,1989-03-21 10:00:00,3.037,-3.013,0.0152666666666666
1989-03-24 00:00:00,21,1.25,0.17,1989-03-24 21:00:00,2.928,-2.373,0.598
1989-03-30 17:00:00,9,1.05,0.53,1989-03-31 02:00:00,2.479,-2.124,0.5232
1989-03-31 17:00:00,2,0.16,0.1,1989-03-31 19:00:00,2.128,0.077,1.16766666666667
1989-04-03 05:00:00,6,0.14,0.04,1989-04-03 11:00:00,3.358,-3.112,0.128857142857143
1989-04-05 16:00:00,16,0.47,0.07,1989-04-06 08:00:00,3.076,-3.561,-0.456647058823529
1989-04-07 17:00:00,9,0.29,0.07,1989-04-08 02:00:00,2.987,-3.712,-0.6498
1989-04-15 07:00:00,15,0.67,0.1,1989-04-15 22:00:00,2.948,-2.531,0.6453125
1989-04-19 05:00:00,2,0.16,0.1,1989-04-19 07:00:00,-0.973,-2.843,-1.93966666666667
1989-04-29 12:00:00,13,0.41,0.11,1989-04-30 01:00:00,2.508,-2.521,-0.187142857142857
1989-05-01 15:00:00,18,2.85,1.41,1989-05-02 09:00:00,3.086,-3.384,0.00310526315789473
1989-05-05 09:00:00,20,0.74,0.19,1989-05-06 05:00:00,5.107,-2.764,1.259
1989-05-06 19:00:00,2,0.13,0.08,1989-05-06 21:00:00,-0.313,-1.461,-0.941666666666667
1989-05-09 21:00:00,32,1.46,0.19,1989-05-11 05:00:00,4.359,-2.144,1.02930303030303
1989-05-16 07:00:00,7,0.56,0.28,1989-05-16 14:00:00,3.266,-0.231,1.716375
1989-05-23 12:00:00,11,0.58,0.13,1989-05-23 23:00:00,2.958,-2.311,0.463916666666667
1989-05-27 10:00:00,3,0.34,0.3,1989-05-27 13:00:00,0.258,-2.702,-1.262
1989-06-05 22:00:00,5,0.53,0.16,1989-06-06 03:00:00,4.428,-2.702,1.528
1989-06-06 14:00:00,1,0.1,0.1,1989-06-06 15:00:00,2.958,2.269,2.6135
1989-06-07 00:00:00,17,0.8,0.23,1989-06-07 17:00:00,3.998,-2.764,1.00944444444444
1989-06-09 08:00:00,15,1.78,0.68,1989-06-09 23:00:00,3.496,-2.692,0.6571875
1989-06-15 20:00:00,3,0.28,0.25,1989-06-15 23:00:00,4.316,1.508,3.0875
1989-06-16 18:00:00,5,0.11,0.06,1989-06-16 23:00:00,3.368,-2.492,0.316333333333333
1989-06-17 18:00:00,5,0.3,0.21,1989-06-17 23:00:00,2.846,-2.954,-0.314833333333333
