start,duration,depth,peak,end,td.max.lf,td.min.lf,td.mean.lf,td.min.lf,td.mean.lf,td.max.lf
1934-08-28 08:00:00,2,0.16,0.09,1934-08-28 10:00:00,0.072116572,0.057308772,0.0650736013333333,0.057308772,0.0650736013333333,0.072116572
1934-09-03 18:00:00,13,0.19,0.09,1934-09-04 07:00:00,0.410450714,0.0578594,0.271230834285714,0.0578594,0.271230834285714,0.410450714
1934-09-06 23:00:00,4,0.98,0.8,1934-09-07 03:00:00,-0.22505783,-0.263056609,-0.2437945098,-0.263056609,-0.2437945098,-0.22505783
1934-09-07 14:00:00,28,2.48,0.5,1934-09-08 18:00:00,0.661757709,-0.173487887,0.17417678262069,-0.173487887,0.17417678262069,0.661757709
1934-09-16 13:00:00,20,0.86,0.3,1934-09-17 09:00:00,0.994192592,0.445037489,0.829745602619048,0.445037489,0.829745602619048,0.994192592
1934-09-22 08:00:00,7,0.11,0.06,1934-09-22 15:00:00,0.835966425,0.817993904,0.82994837525,0.817993904,0.82994837525,0.835966425
1934-09-23 22:00:00,2,0.16,0.13,1934-09-24 00:00:00,0.422410315,0.405098206,0.413532433,0.405098206,0.413532433,0.422410315
1934-09-30 00:00:00,9,1.22,0.35,1934-09-30 09:00:00,0.174499536,0.05263116,0.1300067083,0.05263116,0.1300067083,0.174499536
1934-10-05 18:00:00,22,1.28,0.25,1934-10-06 16:00:00,0.815045436,0.558981074,0.661726942521739,0.558981074,0.661726942521739,0.815045436
1934-10-27 14:00:00,9,0.11,0.03,1934-10-27 23:00:00,-0.51456004,-0.811538351,-0.6157410139,-0.811538351,-0.6157410139,-0.51456004
1934-11-01 04:00:00,8,0.1,0.03,1934-11-01 12:00:00,-0.079792429,-0.59473842,-0.303963024555556,-0.59473842,-0.303963024555556,-0.079792429
1934-11-04 07:00:00,5,0.42,0.2,1934-11-04 12:00:00,0.14922736,0.105148297,0.135494903166667,0.105148297,0.135494903166667,0.14922736
1934-11-06 03:00:00,10,0.62,0.15,1934-11-06 13:00:00,-0.283716923,-0.791379011,-0.520723161181818,-0.791379011,-0.520723161181818,-0.283716923
1934-11-23 18:00:00,10,0.32,0.12,1934-11-24 04:00:00,-0.11734775,-0.657587965,-0.348936505545455,-0.657587965,-0.348936505545455,-0.11734775
1934-11-29 19:00:00,24,1.05,0.29,1934-11-30 19:00:00,0.518762695,0.107219654,0.23576542256,0.107219654,0.23576542256,0.518762695
1934-12-03 21:00:00,9,0.4,0.07,1934-12-04 06:00:00,0.764880193,0.669875289,0.7353125595,0.669875289,0.7353125595,0.764880193
1934-12-19 06:00:00,13,1.02,0.33,1934-12-19 19:00:00,1.008082305,0.164484412,0.670616692928571,0.164484412,0.670616692928571,1.008082305
1934-12-26 08:00:00,4,0.36,0.17,1934-12-26 12:00:00,0.484130174,0.348928559,0.436591892,0.348928559,0.436591892,0.484130174
1934-12-28 23:00:00,6,0.62,0.2,1934-12-29 05:00:00,-0.336659953,-0.91050756,-0.624871852,-0.91050756,-0.624871852,-0.336659953
1934-12-31 22:00:00,12,0.78,0.14,1935-01-01 10:00:00,0.685547514,0.118187193,0.511734260153846,0.118187193,0.511734260153846,0.685547514
1935-01-17 02:00:00,10,0.41,0.08,1935-01-17 12:00:00,0.55280886,0.108191221,0.371154258818182,0.108191221,0.371154258818182,0.55280886
1935-01-19 23:00:00,21,0.69,0.09,1935-01-20 20:00:00,0.821889934,0.422779357,0.674145215545455,0.422779357,0.674145215545455,0.821889934
1935-01-21 14:00:00,61,2.3,0.15,1935-01-24 03:00:00,0.274213164,-1.267941768,-0.0646378194516129,-1.267941768,-0.0646378194516129,0.274213164
1935-02-05 11:00:00,12,0.11,0.01,1935-02-05 23:00:00,-0.470612022,-0.584094986,-0.510740928615385,-0.584094986,-0.510740928615385,-0.470612022
1935-02-14 03:00:00,20,1.26,0.23,1935-02-14 23:00:00,-0.022068419,-0.81010347,-0.374194895714286,-0.81010347,-0.374194895714286,-0.022068419
1935-02-17 02:00:00,10,0.36,0.09,1935-02-17 12:00:00,0.419122086,0.125410523,0.273456002454545,0.125410523,0.273456002454545,0.419122086
1935-02-22 09:00:00,9,0.15,0.03,1935-02-22 18:00:00,-0.953898242,-1.195463666,-1.1210471412,-1.195463666,-1.1210471412,-0.953898242
1935-02-26 06:00:00,23,1.07,0.19,1935-02-27 05:00:00,-0.653586226,-1.535284805,-1.07294397145833,-1.535284805,-1.07294397145833,-0.653586226
1935-03-12 05:00:00,24,0.97,0.17,1935-03-13 05:00:00,-0.201148259,-0.695283064,-0.35210024416,-0.695283064,-0.35210024416,-0.201148259
1935-03-21 03:00:00,6,0.24,0.12,1935-03-21 09:00:00,0.020456393,-0.154787356,-0.0653120057142857,-0.154787356,-0.0653120057142857,0.020456393
1935-03-28 15:00:00,5,0.48,0.3,1935-03-28 20:00:00,0.110100692,-0.013173548,0.0513579673333333,-0.013173548,0.0513579673333333,0.110100692
1935-04-05 16:00:00,14,0.54,0.11,1935-04-06 06:00:00,-0.096346125,-0.166387162,-0.1437751044,-0.166387162,-0.1437751044,-0.096346125
1935-04-08 08:00:00,39,1.07,0.11,1935-04-09 23:00:00,0.763392978,0.278878954,0.589849709925,0.278878954,0.589849709925,0.763392978
1935-04-11 21:00:00,24,0.16,0.03,1935-04-12 21:00:00,1.239939453,0.602442076,0.92110729624,0.602442076,0.92110729624,1.239939453
1935-04-29 22:00:00,11,0.31,0.18,1935-04-30 09:00:00,0.441110896,0.337694916,0.405312645583333,0.337694916,0.405312645583333,0.441110896
1935-05-02 09:00:00,9,0.24,0.08,1935-05-02 18:00:00,-0.144871373,-0.446017244,-0.2893697254,-0.446017244,-0.2893697254,-0.144871373
1935-05-03 17:00:00,1,0.13,0.13,1935-05-03 18:00:00,0.344195995,0.343777639,0.343986817,0.343777639,0.343986817,0.344195995
1935-05-06 15:00:00,23,1.46,0.44,1935-05-07 14:00:00,0.106503088,-0.098935294,0.00147241204166667,-0.098935294,0.00147241204166667,0.106503088
1935-05-21 07:00:00,2,0.1,0.07,1935-05-21 09:00:00,-0.207331286,-0.249189148,-0.228472911333333,-0.249189148,-0.228472911333333,-0.207331286
1935-06-04 15:00:00,1,0.14,0.14,1935-06-04 16:00:00,0.017487774,0.006782039,0.0121349065,0.006782039,0.0121349065,0.017487774
1935-06-06 00:00:00,6,0.65,0.3,1935-06-06 06:00:00,0.3671485,0.325720869,0.353152778571429,0.325720869,0.353152778571429,0.3671485
1935-06-08 14:00:00,18,2.05,0.33,1935-06-09 08:00:00,-0.065558366,-0.20657688,-0.156089442526316,-0.20657688,-0.156089442526316,-0.065558366
1935-06-18 14:00:00,15,0.89,0.43,1935-06-19 05:00:00,0.739693445,-0.068496668,0.297433826125,-0.068496668,0.297433826125,0.739693445
1935-06-19 18:00:00,4,1.1,0.58,1935-06-19 22:00:00,0.97725577,0.868535359,0.9263666154,0.868535359,0.9263666154,0.97725577
1935-06-21 23:00:00,9,0.14,0.06,1935-06-22 08:00:00,0.399875833,0.337996448,0.3731688646,0.337996448,0.3731688646,0.399875833
1935-06-22 20:00:00,2,0.7,0.69,1935-06-22 22:00:00,0.170777736,0.13612297,0.153518896333333,0.13612297,0.153518896333333,0.170777736
1935-06-27 18:00:00,2,0.31,0.3,1935-06-27 20:00:00,0.103183335,0.071598426,0.08769915,0.071598426,0.08769915,0.103183335
1935-07-08 10:00:00,3,0.53,0.32,1935-07-08 13:00:00,0.831790303,0.794801522,0.81433857825,0.794801522,0.81433857825,0.831790303
1935-07-08 20:00:00,14,2.24,0.63,1935-07-09 10:00:00,0.699079679,0.663626038,0.676631248666667,0.663626038,0.676631248666667,0.699079679
1935-07-10 19:00:00,1,0.41,0.41,1935-07-10 20:00:00,1.387843593,1.387401006,1.3876222995,1.387401006,1.3876222995,1.387843593
1935-07-16 00:00:00,4,0.3,0.18,1935-07-16 04:00:00,0.373280817,0.2220368,0.29885393,0.2220368,0.29885393,0.373280817
1935-07-20 18:00:00,3,0.48,0.45,1935-07-20 21:00:00,0.124834859,0.088168383,0.10685419975,0.088168383,0.10685419975,0.124834859
1935-07-22 16:00:00,3,0.13,0.09,1935-07-22 19:00:00,0.104293561,0.032558854,0.06828091775,0.032558854,0.06828091775,0.104293561
1935-07-23 18:00:00,1,0.12,0.12,1935-07-23 19:00:00,-0.267660549,-0.274835366,-0.2712479575,-0.274835366,-0.2712479575,-0.267660549
1935-07-24 23:00:00,10,0.23,0.17,1935-07-25 09:00:00,-0.283344444,-0.310026876,-0.291083010636364,-0.310026876,-0.291083010636364,-0.283344444
1935-07-25 15:00:00,4,0.49,0.47,1935-07-25 19:00:00,-0.367152301,-0.39318899,-0.3818299182,-0.39318899,-0.3818299182,-0.367152301
1935-08-01 20:00:00,7,1.41,0.56,1935-08-02 03:00:00,0.06232529,0.022204157,0.046810367375,0.022204157,0.046810367375,0.06232529
1935-08-02 19:00:00,2,0.26,0.21,1935-08-02 21:00:00,0.012406918,0.004843715,0.00859046,0.004843715,0.00859046,0.012406918
1935-08-07 05:00:00,6,0.15,0.08,1935-08-07 11:00:00,0.75076496,0.720489138,0.741313199428571,0.720489138,0.741313199428571,0.75076496
1935-08-15 17:00:00,5,0.78,0.59,1935-08-15 22:00:00,0.278465949,0.248835421,0.264280882833333,0.248835421,0.264280882833333,0.278465949
1935-08-16 18:00:00,1,0.47,0.47,1935-08-16 19:00:00,0.147466538,0.132334656,0.139900597,0.132334656,0.139900597,0.147466538
1935-08-30 03:00:00,10,0.16,0.04,1935-08-30 13:00:00,0.152137048,-0.0568095,0.0407004528181818,-0.0568095,0.0407004528181818,0.152137048
1935-09-02 08:00:00,5,0.36,0.13,1935-09-02 13:00:00,-0.456840736,-0.499906082,-0.4807755275,-0.499906082,-0.4807755275,-0.456840736
1935-09-03 07:00:00,15,0.5,0.37,1935-09-03 22:00:00,-0.324645569,-0.420138646,-0.3816286163125,-0.420138646,-0.3816286163125,-0.324645569
1935-09-04 06:00:00,20,3.27,1.26,1935-09-05 02:00:00,0.825304962,0.068582473,0.585917427238095,0.068582473,0.585917427238095,0.825304962
1935-09-05 08:00:00,25,3.87,0.69,1935-09-06 09:00:00,0.570482429,0.099804969,0.254859201153846,0.099804969,0.254859201153846,0.570482429
1935-09-09 18:00:00,6,0.36,0.18,1935-09-10 00:00:00,0.161101007,0.051640406,0.104481016857143,0.051640406,0.104481016857143,0.161101007
1935-10-01 20:00:00,3,0.25,0.13,1935-10-01 23:00:00,-0.127738298,-0.402092257,-0.2648360585,-0.402092257,-0.2648360585,-0.127738298
1935-10-05 23:00:00,10,0.17,0.04,1935-10-06 09:00:00,-0.676540573,-0.856960656,-0.765461931545454,-0.856960656,-0.765461931545454,-0.676540573
1935-10-06 17:00:00,8,0.38,0.07,1935-10-07 01:00:00,-0.709021188,-0.905179972,-0.826114965222222,-0.905179972,-0.826114965222222,-0.709021188
1935-10-11 21:00:00,6,0.69,0.39,1935-10-12 03:00:00,-0.031673679,-0.198318924,-0.115360123428571,-0.198318924,-0.115360123428571,-0.031673679
1935-10-23 14:00:00,10,0.14,0.04,1935-10-24 00:00:00,-0.584459398,-1.146236558,-0.861861630363636,-1.146236558,-0.861861630363636,-0.584459398
1935-10-29 23:00:00,17,1.78,0.6,1935-10-30 16:00:00,0.27166299,0.017069989,0.191755157,0.017069989,0.191755157,0.27166299
1935-10-31 05:00:00,24,0.46,0.1,1935-11-01 05:00:00,0.954420832,-0.093152585,0.3902829798,-0.093152585,0.3902829798,0.954420832
1935-11-07 09:00:00,10,0.4,0.14,1935-11-07 19:00:00,0.352723256,-0.059121217,0.176768587,-0.059121217,0.176768587,0.352723256
1935-11-12 03:00:00,5,0.28,0.15,1935-11-12 08:00:00,0.226258507,0.211202691,0.217747886333333,0.211202691,0.217747886333333,0.226258507
1935-11-16 21:00:00,17,1.69,0.17,1935-11-17 14:00:00,0.895793532,0.323882436,0.708799263333333,0.323882436,0.708799263333333,0.895793532
1935-11-17 22:00:00,5,0.12,0.04,1935-11-18 03:00:00,-0.047379723,-0.188598159,-0.121032508,-0.188598159,-0.121032508,-0.047379723
1935-11-28 16:00:00,12,1.18,0.32,1935-11-29 04:00:00,0.832532293,0.558327144,0.704248091692308,0.558327144,0.704248091692308,0.832532293
1935-12-08 07:00:00,25,0.13,0.02,1935-12-09 08:00:00,0.055055721,-0.538340728,-0.344775324307692,-0.538340728,-0.344775324307692,0.055055721
1935-12-11 02:00:00,7,0.25,0.06,1935-12-11 09:00:00,0.224511884,0.072178198,0.145897991375,0.072178198,0.145897991375,0.224511884
1935-12-15 11:00:00,12,0.21,0.05,1935-12-15 23:00:00,0.757103049,0.63952744,0.728372621923077,0.63952744,0.728372621923077,0.757103049
1935-12-25 21:00:00,8,0.14,0.03,1935-12-26 05:00:00,-0.476546279,-1.021315605,-0.710011334777778,-1.021315605,-0.710011334777778,-0.476546279
1935-12-29 14:00:00,23,0.7,0.11,1935-12-30 13:00:00,-0.123970109,-1.299882841,-0.760932141083333,-1.299882841,-0.760932141083333,-0.123970109
1936-01-02 13:00:00,24,2.14,0.33,1936-01-03 13:00:00,1.393638431,-0.387280959,0.72842124284,-0.387280959,0.72842124284,1.393638431
1936-01-05 00:00:00,3,0.1,0.05,1936-01-05 03:00:00,0.440055339,0.407515939,0.42562710525,0.407515939,0.42562710525,0.440055339
1936-01-06 11:00:00,12,0.32,0.12,1936-01-06 23:00:00,-0.220631032,-0.668816706,-0.461774757076923,-0.668816706,-0.461774757076923,-0.220631032
1936-01-09 02:00:00,15,1.54,0.59,1936-01-09 17:00:00,1.067723636,-0.095913748,0.4714217861875,-0.095913748,0.4714217861875,1.067723636
1936-01-15 11:00:00,17,0.54,0.18,1936-01-16 04:00:00,0.061307517,-0.124257239,-0.00370870016666667,-0.124257239,-0.00370870016666667,0.061307517
1936-01-18 09:00:00,5,0.15,0.07,1936-01-18 14:00:00,-0.070819243,-0.131343633,-0.101678452333333,-0.131343633,-0.101678452333333,-0.070819243
1936-01-19 01:00:00,20,1.4,0.14,1936-01-19 21:00:00,0.368870135,0.002232139,0.260018718571429,0.002232139,0.260018718571429,0.368870135
1936-01-26 23:00:00,4,0.11,0.05,1936-01-27 03:00:00,-2.662827903,-2.670919155,-2.668366881,-2.670919155,-2.668366881,-2.662827903
1936-02-04 04:00:00,12,0.39,0.09,1936-02-04 16:00:00,0.210834398,-0.630897644,-0.129717994538462,-0.630897644,-0.129717994538462,0.210834398
1936-02-07 07:00:00,12,0.32,0.07,1936-02-07 19:00:00,-0.994914758,-1.084504003,-1.02344322107692,-1.084504003,-1.02344322107692,-0.994914758
1936-02-09 05:00:00,8,0.56,0.15,1936-02-09 13:00:00,-0.297935584,-0.550844916,-0.420279499444444,-0.550844916,-0.420279499444444,-0.297935584
1936-02-13 07:00:00,30,1.75,0.15,1936-02-14 13:00:00,0.222948458,-1.254146215,-0.650714142548387,-1.254146215,-0.650714142548387,0.222948458
1936-02-18 02:00:00,11,0.29,0.06,1936-02-18 13:00:00,0.566875169,-0.335736571,0.221937030166667,-0.335736571,0.221937030166667,0.566875169
1936-02-27 11:00:00,3,0.11,0.08,1936-02-27 14:00:00,0.365141152,0.352525742,0.35983378175,0.352525742,0.35983378175,0.365141152
1936-03-11 03:00:00,26,0.81,0.15,1936-03-12 05:00:00,2.143347436,0.01291727,1.30591212477778,0.01291727,1.30591212477778,2.143347436
1936-03-12 13:00:00,8,0.34,0.17,1936-03-12 21:00:00,2.437637416,2.265606931,2.35137143144444,2.265606931,2.35137143144444,2.437637416
1936-03-17 14:00:00,15,0.76,0.22,1936-03-18 05:00:00,2.208333907,1.709078781,2.0256488419375,1.709078781,2.0256488419375,2.208333907
1936-03-20 23:00:00,5,0.36,0.12,1936-03-21 04:00:00,2.928189905,2.837260199,2.89006294083333,2.837260199,2.89006294083333,2.928189905
1936-03-21 13:00:00,9,0.28,0.13,1936-03-21 22:00:00,2.586588267,1.540194569,2.0941281046,1.540194569,2.0941281046,2.586588267
1936-03-27 04:00:00,9,0.78,0.23,1936-03-27 13:00:00,1.045775406,0.897756178,0.9819376203,0.897756178,0.9819376203,1.045775406
1936-03-27 19:00:00,8,0.36,0.07,1936-03-28 03:00:00,1.024557173,0.835805333,0.940499454555556,0.835805333,0.940499454555556,1.024557173
1936-04-01 20:00:00,32,0.35,0.09,1936-04-03 04:00:00,0.855781525,0.340367561,0.695503382,0.340367561,0.695503382,0.855781525
1936-04-05 22:00:00,12,0.91,0.24,1936-04-06 10:00:00,1.66136964,0.679367944,1.25623194630769,0.679367944,1.25623194630769,1.66136964
1936-04-09 14:00:00,15,0.44,0.11,1936-04-10 05:00:00,0.236961474,-0.113479608,0.0909718848125,-0.113479608,0.0909718848125,0.236961474
1936-04-10 22:00:00,10,0.37,0.15,1936-04-11 08:00:00,0.599740218,0.430734861,0.510597893636364,0.430734861,0.510597893636364,0.599740218
1936-04-12 16:00:00,12,0.12,0.06,1936-04-13 04:00:00,1.118345181,0.978301782,1.07261293538462,0.978301782,1.07261293538462,1.118345181
1936-05-03 19:00:00,19,0.93,0.2,1936-05-04 14:00:00,-0.110558649,-0.234972094,-0.1388304641,-0.234972094,-0.1388304641,-0.110558649
1936-05-13 18:00:00,7,0.19,0.13,1936-05-14 01:00:00,0.077844205,-0.443932155,-0.155662298625,-0.443932155,-0.155662298625,0.077844205
1936-05-19 02:00:00,1,0.26,0.26,1936-05-19 03:00:00,-0.3030601,-0.33041595,-0.316738025,-0.33041595,-0.316738025,-0.3030601
1936-05-27 06:00:00,3,0.21,0.14,1936-05-27 09:00:00,0.022837839,0.022061141,0.02243103825,0.022061141,0.02243103825,0.022837839
1936-06-11 20:00:00,4,0.78,0.46,1936-06-12 00:00:00,0.16466731,0.060423616,0.1143905332,0.060423616,0.1143905332,0.16466731
1936-06-13 04:00:00,13,0.12,0.07,1936-06-13 17:00:00,-0.195276282,-0.250864751,-0.217556168,-0.250864751,-0.217556168,-0.195276282
1936-06-18 05:00:00,6,0.93,0.65,1936-06-18 11:00:00,0.61325296,0.513469643,0.566753516142857,0.513469643,0.566753516142857,0.61325296
1936-06-18 22:00:00,3,0.89,0.58,1936-06-19 01:00:00,0.347721323,0.331788252,0.3389784485,0.331788252,0.3389784485,0.347721323
1936-06-24 00:00:00,17,0.53,0.25,1936-06-24 17:00:00,0.5228268,0.130679125,0.337865396333333,0.130679125,0.337865396333333,0.5228268
1936-06-28 10:00:00,4,0.41,0.21,1936-06-28 14:00:00,-0.315784231,-0.357388164,-0.334932687,-0.357388164,-0.334932687,-0.315784231
1936-06-30 02:00:00,4,0.17,0.09,1936-06-30 06:00:00,-0.119685917,-0.22850955,-0.1751751196,-0.22850955,-0.1751751196,-0.119685917
1936-07-11 20:00:00,8,0.23,0.19,1936-07-12 04:00:00,0.080862698,-0.066275654,0.0122296933333333,-0.066275654,0.0122296933333333,0.080862698
1936-07-20 08:00:00,7,0.22,0.08,1936-07-20 15:00:00,0.541537612,0.475115144,0.514025975875,0.475115144,0.514025975875,0.541537612
1936-07-24 01:00:00,12,0.63,0.2,1936-07-24 13:00:00,0.488116344,0.090285358,0.322685191538462,0.090285358,0.322685191538462,0.488116344
1936-07-28 03:00:00,2,0.3,0.22,1936-07-28 05:00:00,-0.082413581,-0.104141745,-0.093101596,-0.104141745,-0.093101596,-0.082413581
1936-07-29 13:00:00,3,0.99,0.94,1936-07-29 16:00:00,0.06149319,-0.04417903,0.01116569675,-0.04417903,0.01116569675,0.06149319
1936-08-04 13:00:00,1,0.11,0.11,1936-08-04 14:00:00,-0.292933947,-0.302742883,-0.297838415,-0.302742883,-0.297838415,-0.292933947
1936-08-06 04:00:00,22,1.18,0.44,1936-08-07 02:00:00,0.031881477,-0.052196851,-0.0100965402608696,-0.052196851,-0.0100965402608696,0.031881477
1936-08-16 07:00:00,2,0.22,0.15,1936-08-16 09:00:00,-0.444618037,-0.483382664,-0.464196161333333,-0.483382664,-0.464196161333333,-0.444618037
1936-08-21 21:00:00,3,0.32,0.27,1936-08-22 00:00:00,0.12370677,0.107509962,0.11700272325,0.107509962,0.11700272325,0.12370677
1936-08-24 01:00:00,2,0.22,0.18,1936-08-24 03:00:00,-0.308197448,-0.333743775,-0.320637235,-0.333743775,-0.320637235,-0.308197448
1936-08-25 21:00:00,2,0.3,0.19,1936-08-25 23:00:00,-0.196532511,-0.202533717,-0.199751038333333,-0.202533717,-0.199751038333333,-0.196532511
1936-08-29 00:00:00,8,0.76,0.61,1936-08-29 08:00:00,0.687957815,0.558270602,0.648792567111111,0.558270602,0.648792567111111,0.687957815
1936-09-02 20:00:00,12,0.12,0.04,1936-09-03 08:00:00,-0.009595974,-0.02384442,-0.0125054633846154,-0.02384442,-0.0125054633846154,-0.009595974
1936-09-08 20:00:00,1,0.29,0.29,1936-09-08 21:00:00,-0.862836058,-0.879797007,-0.8713165325,-0.879797007,-0.8713165325,-0.862836058
1936-09-18 07:00:00,16,1.06,0.13,1936-09-18 23:00:00,-0.650406123,-1.239503898,-1.03434238247059,-1.239503898,-1.03434238247059,-0.650406123
1936-09-20 19:00:00,7,0.74,0.25,1936-09-21 02:00:00,0.574358688,0.362871574,0.479606376125,0.362871574,0.479606376125,0.574358688
1936-09-29 18:00:00,8,0.15,0.07,1936-09-30 02:00:00,0.162902549,-0.007879498,0.0770635654444444,-0.007879498,0.0770635654444444,0.162902549
1936-09-30 12:00:00,18,1.87,0.4,1936-10-01 06:00:00,1.352568933,0.555436402,1.04517484252632,0.555436402,1.04517484252632,1.352568933
1936-10-07 21:00:00,3,0.12,0.08,1936-10-08 00:00:00,0.021735632,-0.032563368,-0.005172833,-0.032563368,-0.005172833,0.021735632
1936-10-08 07:00:00,7,0.28,0.15,1936-10-08 14:00:00,-0.157814142,-0.236141125,-0.201515557,-0.236141125,-0.201515557,-0.157814142
1936-10-16 20:00:00,14,0.67,0.26,1936-10-17 10:00:00,1.128878591,0.11886988,0.6874413368,0.11886988,0.6874413368,1.128878591
1936-11-04 23:00:00,5,0.17,0.07,1936-11-05 04:00:00,-0.800742114,-1.208604766,-1.0015422695,-1.208604766,-1.0015422695,-0.800742114
1936-11-08 13:00:00,9,0.38,0.15,1936-11-08 22:00:00,0.230099371,-0.0656836,0.0943697875,-0.0656836,0.0943697875,0.230099371
1936-11-24 01:00:00,4,0.11,0.03,1936-11-24 05:00:00,-0.773282585,-0.816317944,-0.7918429052,-0.816317944,-0.7918429052,-0.773282585
1936-12-02 02:00:00,20,0.99,0.15,1936-12-02 22:00:00,0.771592748,-0.194310885,0.430875367428571,-0.194310885,0.430875367428571,0.771592748
1936-12-06 11:00:00,20,1.36,0.18,1936-12-07 07:00:00,0.034196099,-0.47178886,-0.12706222147619,-0.47178886,-0.12706222147619,0.034196099
1936-12-11 04:00:00,23,0.7,0.07,1936-12-12 03:00:00,0.052839631,-0.203715912,-0.0920486425,-0.203715912,-0.0920486425,0.052839631
1936-12-16 19:00:00,9,0.41,0.13,1936-12-17 04:00:00,0.011713856,-0.3098052,-0.138420402,-0.3098052,-0.138420402,0.011713856
1936-12-19 14:00:00,14,0.77,0.21,1936-12-20 04:00:00,2.03603794,0.372114988,1.3294968118,0.372114988,1.3294968118,2.03603794
1936-12-31 06:00:00,13,0.48,0.19,1936-12-31 19:00:00,0.346469839,0.172331148,0.297223203857143,0.172331148,0.297223203857143,0.346469839
1937-01-02 13:00:00,22,0.61,0.13,1937-01-03 11:00:00,1.139180141,0.083872959,0.785487591695652,0.083872959,0.785487591695652,1.139180141
1937-01-07 01:00:00,13,0.62,0.1,1937-01-07 14:00:00,-0.184882309,-0.285234024,-0.2217060315,-0.285234024,-0.2217060315,-0.184882309
1937-01-10 06:00:00,17,0.51,0.08,1937-01-10 23:00:00,-0.294711978,-0.763039258,-0.555113358666667,-0.763039258,-0.555113358666667,-0.294711978
1937-01-15 07:00:00,8,0.81,0.4,1937-01-15 15:00:00,0.348983453,-0.017646136,0.176993234444444,-0.017646136,0.176993234444444,0.348983453
1937-01-17 13:00:00,12,0.56,0.1,1937-01-18 01:00:00,1.136305672,0.516806921,0.928481425538462,0.516806921,0.928481425538462,1.136305672
1937-01-19 09:00:00,4,0.24,0.11,1937-01-19 13:00:00,-0.400806578,-0.509509646,-0.4556883332,-0.509509646,-0.4556883332,-0.400806578
1937-01-20 06:00:00,24,0.98,0.11,1937-01-21 06:00:00,1.34491776,-0.29911739,0.74937280712,-0.29911739,0.74937280712,1.34491776
1937-01-22 20:00:00,16,0.24,0.05,1937-01-23 12:00:00,0.292109533,0.036416664,0.175604405294118,0.036416664,0.175604405294118,0.292109533
1937-01-24 14:00:00,6,0.11,0.03,1937-01-24 20:00:00,0.925948709,0.805215779,0.868463261857143,0.805215779,0.868463261857143,0.925948709
1937-01-25 03:00:00,5,0.23,0.09,1937-01-25 08:00:00,0.976443774,0.918623353,0.953065737333333,0.918623353,0.953065737333333,0.976443774
1937-01-31 08:00:00,9,0.67,0.21,1937-01-31 17:00:00,1.011496896,0.97100548,0.9987167482,0.97100548,0.9987167482,1.011496896
1937-02-08 05:00:00,3,0.13,0.07,1937-02-08 08:00:00,0.196418894,0.144950315,0.17038154425,0.144950315,0.17038154425,0.196418894
1937-02-09 14:00:00,14,0.11,0.02,1937-02-10 04:00:00,0.199569304,-0.166730126,-0.00281885093333333,-0.166730126,-0.00281885093333333,0.199569304
1937-02-14 03:00:00,6,0.45,0.14,1937-02-14 09:00:00,0.12456268,-0.167051135,-0.0136783525714286,-0.167051135,-0.0136783525714286,0.12456268
1937-02-16 09:00:00,12,0.33,0.05,1937-02-16 21:00:00,-0.517735052,-1.014220736,-0.792558322615385,-1.014220736,-0.792558322615385,-0.517735052
1937-02-21 19:00:00,9,0.44,0.24,1937-02-22 04:00:00,1.292475214,1.066367144,1.2259444587,1.066367144,1.2259444587,1.292475214
1937-02-25 14:00:00,3,0.1,0.07,1937-02-25 17:00:00,0.418103839,0.210480105,0.31600298925,0.210480105,0.31600298925,0.418103839
1937-03-08 09:00:00,8,0.46,0.12,1937-03-08 17:00:00,-0.264489279,-0.313802268,-0.289141157333333,-0.313802268,-0.289141157333333,-0.264489279
1937-03-11 00:00:00,6,0.39,0.1,1937-03-11 06:00:00,-0.944959062,-0.993833655,-0.966003428,-0.993833655,-0.966003428,-0.944959062
1937-03-14 09:00:00,41,1.47,0.12,1937-03-16 02:00:00,0.208798441,-0.333885191,-0.0243519613333333,-0.333885191,-0.0243519613333333,0.208798441
1937-03-18 13:00:00,3,0.16,0.09,1937-03-18 16:00:00,-1.013160511,-1.21842256,-1.1150809105,-1.21842256,-1.1150809105,-1.013160511
1937-03-20 18:00:00,10,0.29,0.12,1937-03-21 04:00:00,0.280108198,0.141399762,0.236116848727273,0.141399762,0.236116848727273,0.280108198
1937-03-25 15:00:00,2,0.12,0.08,1937-03-25 17:00:00,0.402477925,0.336171549,0.370024215,0.336171549,0.370024215,0.402477925
1937-04-05 16:00:00,15,0.51,0.07,1937-04-06 07:00:00,1.189477422,0.676164761,1.027691079375,0.676164761,1.027691079375,1.189477422
1937-04-08 19:00:00,24,0.22,0.03,1937-04-09 19:00:00,0.79834995,0.6688843,0.76495929724,0.6688843,0.76495929724,0.79834995
1937-04-18 21:00:00,1,0.26,0.26,1937-04-18 22:00:00,0.081506878,0.035192527,0.0583497025,0.035192527,0.0583497025,0.081506878
1937-04-21 08:00:00,23,1.23,0.23,1937-04-22 07:00:00,0.468964291,-0.122704574,0.156182928041667,-0.122704574,0.156182928041667,0.468964291
1937-04-22 18:00:00,3,0.23,0.19,1937-04-22 21:00:00,0.671042053,0.626680734,0.6515637195,0.626680734,0.6515637195,0.671042053
1937-04-26 09:00:00,22,1.62,0.21,1937-04-27 07:00:00,2.465058882,1.957797003,2.27707121013043,1.957797003,2.27707121013043,2.465058882
