start,duration,depth,peak,end,td.max.lf,td.min.lf,td.mean.lf,td.min.lf,td.mean.lf,td.max.lf
1961-07-13 03:00:00,10,1.21,0.41,1961-07-13 13:00:00,-0.173289161,-0.325403005,-0.242624167272727,-0.325403005,-0.242624167272727,-0.173289161
1961-07-14 00:00:00,3,0.44,0.23,1961-07-14 03:00:00,-0.145210181,-0.153555472,-0.149406307,-0.153555472,-0.149406307,-0.145210181
1961-07-15 06:00:00,17,0.75,0.35,1961-07-15 23:00:00,0.622346694,0.258739899,0.514813400277778,0.258739899,0.514813400277778,0.622346694
1961-07-16 16:00:00,3,0.25,0.18,1961-07-16 19:00:00,0.139294216,0.128608903,0.1326035925,0.128608903,0.1326035925,0.139294216
1961-07-17 03:00:00,1,0.32,0.32,1961-07-17 04:00:00,0.16477698,0.160515483,0.1626462315,0.160515483,0.1626462315,0.16477698
1961-07-24 15:00:00,7,1.39,0.95,1961-07-24 22:00:00,0.330888427,0.305407195,0.322903880625,0.305407195,0.322903880625,0.330888427
1961-07-29 06:00:00,6,1.5,1.31,1961-07-29 12:00:00,1.021728135,0.901959447,0.970144740714286,0.901959447,0.970144740714286,1.021728135
1961-08-11 10:00:00,2,0.4,0.39,1961-08-11 12:00:00,-0.00410603,-0.012823094,-0.00859433833333333,-0.012823094,-0.00859433833333333,-0.00410603
1961-08-12 15:00:00,1,0.18,0.18,1961-08-12 16:00:00,0.074026772,0.070654869,0.0723408205,0.070654869,0.0723408205,0.074026772
1961-08-20 15:00:00,18,1.45,0.38,1961-08-21 09:00:00,0.325655628,-0.004725476,0.166707997631579,-0.004725476,0.166707997631579,0.325655628
1961-08-23 04:00:00,17,0.92,0.23,1961-08-23 21:00:00,0.151151812,-0.02075871,0.086640046,-0.02075871,0.086640046,0.151151812
1961-08-25 20:00:00,2,0.22,0.17,1961-08-25 22:00:00,0.39662837,0.393217575,0.394999849666667,0.393217575,0.394999849666667,0.39662837
1961-08-26 13:00:00,8,0.16,0.06,1961-08-26 21:00:00,0.315090425,0.246675248,0.280169286222222,0.246675248,0.280169286222222,0.315090425
1961-09-02 18:00:00,4,0.59,0.38,1961-09-02 22:00:00,-0.035341386,-0.050668261,-0.0454921326,-0.050668261,-0.0454921326,-0.035341386
1961-09-14 12:00:00,8,0.56,0.2,1961-09-14 20:00:00,0.648643372,0.585865493,0.624458564111111,0.585865493,0.624458564111111,0.648643372
1961-09-15 06:00:00,3,0.3,0.16,1961-09-15 09:00:00,-0.132564147,-0.429150578,-0.2809272895,-0.429150578,-0.2809272895,-0.132564147
1961-09-20 17:00:00,16,0.95,0.14,1961-09-21 09:00:00,0.565349627,0.196231044,0.325748273176471,0.196231044,0.325748273176471,0.565349627
1961-10-02 12:00:00,23,0.73,0.1,1961-10-03 11:00:00,-0.086936626,-0.299000102,-0.184756505416667,-0.299000102,-0.184756505416667,-0.086936626
1961-10-14 10:00:00,14,0.54,0.15,1961-10-15 00:00:00,NA,NA,NA,NA,NA,NA
1961-10-21 06:00:00,8,0.44,0.09,1961-10-21 14:00:00,NA,NA,NA,NA,NA,NA
1961-11-07 03:00:00,5,0.34,0.12,1961-11-07 08:00:00,-0.316670378,-0.400347755,-0.358459520333333,-0.400347755,-0.358459520333333,-0.316670378
1961-11-14 08:00:00,13,0.31,0.05,1961-11-14 21:00:00,-0.190780833,-0.409846787,-0.290790997642857,-0.409846787,-0.290790997642857,-0.190780833
1961-11-16 16:00:00,10,0.44,0.14,1961-11-17 02:00:00,0.63692164,0.494314774,0.590935951090909,0.494314774,0.590935951090909,0.63692164
1961-11-20 02:00:00,6,0.35,0.09,1961-11-20 08:00:00,-0.170434876,-0.291971327,-0.232605352,-0.291971327,-0.232605352,-0.170434876
1961-11-24 02:00:00,8,0.56,0.15,1961-11-24 10:00:00,1.463011646,1.127802806,1.35760808055556,1.127802806,1.35760808055556,1.463011646
1961-12-09 21:00:00,19,0.38,0.1,1961-12-10 16:00:00,0.038997498,-0.508075892,-0.130179384,-0.508075892,-0.130179384,0.038997498
1961-12-12 00:00:00,14,0.64,0.12,1961-12-12 14:00:00,0.501476868,-0.274584132,0.0854594756,-0.274584132,0.0854594756,0.501476868
1961-12-16 23:00:00,9,0.36,0.07,1961-12-17 08:00:00,0.040758163,-0.028008979,0.016998274,-0.028008979,0.016998274,0.040758163
1961-12-18 02:00:00,11,0.82,0.17,1961-12-18 13:00:00,0.75396991,0.315633447,0.549544605666667,0.315633447,0.549544605666667,0.75396991
1961-12-23 17:00:00,5,0.33,0.11,1961-12-23 22:00:00,0.150830024,-0.021560323,0.0613943321666667,-0.021560323,0.0613943321666667,0.150830024
1961-12-28 06:00:00,9,0.18,0.1,1961-12-28 15:00:00,-0.350937494,-0.502658428,-0.4196793254,-0.502658428,-0.4196793254,-0.350937494
1962-01-06 02:00:00,24,2.08,0.46,1962-01-07 02:00:00,1.292053153,-0.127137917,0.47211964692,-0.127137917,0.47211964692,1.292053153
1962-01-15 15:00:00,2,0.53,0.33,1962-01-15 17:00:00,0.607232662,0.561822207,0.586948799333333,0.561822207,0.586948799333333,0.607232662
1962-01-26 13:00:00,6,0.17,0.06,1962-01-26 19:00:00,-0.010380724,-0.191184248,-0.0899069664285714,-0.191184248,-0.0899069664285714,-0.010380724
1962-02-09 13:00:00,11,0.43,0.08,1962-02-10 00:00:00,-0.023653378,-0.178206777,-0.0747892730833333,-0.178206777,-0.0747892730833333,-0.023653378
1962-02-14 02:00:00,5,0.42,0.12,1962-02-14 07:00:00,0.499642377,0.300863624,0.415856678166667,0.300863624,0.415856678166667,0.499642377
1962-02-19 05:00:00,7,0.52,0.12,1962-02-19 12:00:00,-0.116919023,-0.418051828,-0.267631222,-0.418051828,-0.267631222,-0.116919023
1962-02-21 12:00:00,16,0.34,0.08,1962-02-22 04:00:00,-0.202236767,-0.640607616,-0.370515834705882,-0.640607616,-0.370515834705882,-0.202236767
1962-02-24 03:00:00,6,0.33,0.14,1962-02-24 09:00:00,0.231539702,0.177769987,0.215244306142857,0.177769987,0.215244306142857,0.231539702
1962-02-26 06:00:00,10,0.85,0.23,1962-02-26 16:00:00,0.673289497,0.58721592,0.631518806818182,0.58721592,0.631518806818182,0.673289497
1962-02-27 11:00:00,10,0.33,0.09,1962-02-27 21:00:00,0.559605039,0.516548512,0.532678032,0.516548512,0.532678032,0.559605039
1962-02-28 05:00:00,7,0.13,0.03,1962-02-28 12:00:00,0.931201849,0.762869367,0.856757151625,0.762869367,0.856757151625,0.931201849
1962-03-06 02:00:00,20,0.74,0.11,1962-03-06 22:00:00,2.347927535,1.019045551,1.71006804552381,1.019045551,1.71006804552381,2.347927535
1962-03-11 22:00:00,14,1.63,0.3,1962-03-12 12:00:00,1.90150387,0.920297536,1.41445779086667,0.920297536,1.41445779086667,1.90150387
1962-03-21 07:00:00,13,1.14,0.24,1962-03-21 20:00:00,1.196620249,0.773983823,0.986294158571429,0.773983823,0.986294158571429,1.196620249
1962-03-31 20:00:00,19,1.45,0.27,1962-04-01 15:00:00,0.681823426,0.438339512,0.6095527367,0.438339512,0.6095527367,0.681823426
1962-04-07 08:00:00,5,0.43,0.12,1962-04-07 13:00:00,0.867597798,0.671261399,0.776476224666667,0.671261399,0.776476224666667,0.867597798
1962-04-07 20:00:00,9,0.8,0.51,1962-04-08 05:00:00,0.919584743,0.654600082,0.8016021694,0.654600082,0.8016021694,0.919584743
1962-04-11 09:00:00,8,0.22,0.08,1962-04-11 17:00:00,0.095725339,-0.326619137,-0.118223780222222,-0.326619137,-0.118223780222222,0.095725339
1962-04-12 15:00:00,12,0.71,0.11,1962-04-13 03:00:00,0.778860779,0.243991413,0.442821120846154,0.243991413,0.442821120846154,0.778860779
1962-04-30 02:00:00,1,0.13,0.13,1962-04-30 03:00:00,-0.214894729,-0.218062594,-0.2164786615,-0.218062594,-0.2164786615,-0.214894729
1962-05-02 16:00:00,7,0.12,0.05,1962-05-02 23:00:00,0.883543188,0.826416338,0.854070821625,0.826416338,0.854070821625,0.883543188
1962-05-11 09:00:00,4,0.15,0.08,1962-05-11 13:00:00,-0.082666643,-0.146480894,-0.1145535428,-0.146480894,-0.1145535428,-0.082666643
1962-05-23 21:00:00,10,1.47,0.59,1962-05-24 07:00:00,0.489622728,0.42270074,0.467537769,0.42270074,0.467537769,0.489622728
1962-06-05 20:00:00,3,0.22,0.15,1962-06-05 23:00:00,0.249417413,0.227785134,0.23877251,0.227785134,0.23877251,0.249417413
1962-06-12 00:00:00,13,1.65,0.62,1962-06-12 13:00:00,-0.35622282,-0.441647438,-0.406432615714286,-0.441647438,-0.406432615714286,-0.35622282
1962-06-12 20:00:00,12,1.68,0.45,1962-06-13 08:00:00,0.066806612,-0.275686093,-0.127899067923077,-0.275686093,-0.127899067923077,0.066806612
1962-06-20 10:00:00,10,0.1,0.04,1962-06-20 20:00:00,0.259798016,0.069516188,0.151528919,0.069516188,0.151528919,0.259798016
1962-06-23 19:00:00,5,1.01,0.75,1962-06-24 00:00:00,0.388901544,0.374335525,0.379231474166667,0.374335525,0.379231474166667,0.388901544
1962-06-24 14:00:00,3,2.61,2.07,1962-06-24 17:00:00,0.429526678,0.385165045,0.40852332925,0.385165045,0.40852332925,0.429526678
1962-07-18 12:00:00,7,0.58,0.25,1962-07-18 19:00:00,0.528508166,0.445548563,0.489509926,0.445548563,0.489509926,0.528508166
1962-07-22 16:00:00,1,0.45,0.45,1962-07-22 17:00:00,-0.014656487,-0.020621733,-0.01763911,-0.020621733,-0.01763911,-0.014656487
1962-07-23 06:00:00,4,0.47,0.42,1962-07-23 10:00:00,0.265150744,0.165448545,0.2150076594,0.165448545,0.2150076594,0.265150744
1962-07-23 21:00:00,2,0.1,0.07,1962-07-23 23:00:00,0.376089503,0.34203195,0.359902161,0.34203195,0.359902161,0.376089503
1962-07-29 16:00:00,15,0.56,0.18,1962-07-30 07:00:00,-0.151051335,-0.330280746,-0.2546293218125,-0.330280746,-0.2546293218125,-0.151051335
1962-08-06 15:00:00,1,0.17,0.17,1962-08-06 16:00:00,0.269260164,0.267377786,0.268318975,0.267377786,0.268318975,0.269260164
1962-08-07 13:00:00,6,1.4,0.97,1962-08-07 19:00:00,0.459197291,0.356581276,0.414995089,0.356581276,0.414995089,0.459197291
1962-08-09 02:00:00,3,0.52,0.33,1962-08-09 05:00:00,0.27018333,0.201915694,0.2358661895,0.201915694,0.2358661895,0.27018333
1962-08-09 13:00:00,4,1.69,1.45,1962-08-09 17:00:00,0.555902405,0.462060849,0.5091161826,0.462060849,0.5091161826,0.555902405
1962-08-17 00:00:00,2,0.21,0.2,1962-08-17 02:00:00,0.634582452,0.613615382,0.624240760666667,0.613615382,0.624240760666667,0.634582452
1962-08-20 21:00:00,1,0.15,0.15,1962-08-20 22:00:00,0.031040371,0.000188399,0.015614385,0.000188399,0.015614385,0.031040371
1962-08-21 09:00:00,8,0.18,0.09,1962-08-21 17:00:00,-0.18783627,-0.196819205,-0.194443625666667,-0.196819205,-0.194443625666667,-0.18783627
1962-08-27 22:00:00,8,2.17,0.73,1962-08-28 06:00:00,0.823736093,0.717456577,0.790863691444444,0.717456577,0.790863691444444,0.823736093
1962-09-02 12:00:00,12,0.12,0.04,1962-09-03 00:00:00,0.321059357,0.112865682,0.176366127307692,0.112865682,0.176366127307692,0.321059357
1962-09-04 23:00:00,15,0.28,0.11,1962-09-05 14:00:00,0.888013374,0.586963664,0.799210796,0.586963664,0.799210796,0.888013374
1962-09-17 05:00:00,12,0.77,0.21,1962-09-17 17:00:00,0.983161752,0.768514753,0.920441962846154,0.768514753,0.920441962846154,0.983161752
1962-09-26 21:00:00,34,1.51,0.19,1962-09-28 07:00:00,1.164193723,-0.018639408,0.593729597342857,-0.018639408,0.593729597342857,1.164193723
1962-10-04 15:00:00,13,0.26,0.12,1962-10-05 04:00:00,0.296882741,0.224900716,0.276997342642857,0.224900716,0.276997342642857,0.296882741
1962-10-09 05:00:00,4,0.17,0.12,1962-10-09 09:00:00,0.716525306,0.637649211,0.6748145884,0.637649211,0.6748145884,0.716525306
1962-10-25 18:00:00,11,0.29,0.12,1962-10-26 05:00:00,-0.007430094,-0.119394721,-0.0448253648333333,-0.119394721,-0.0448253648333333,-0.007430094
1962-10-30 14:00:00,6,0.1,0.04,1962-10-30 20:00:00,0.226581446,0.140395252,0.197248433714286,0.140395252,0.197248433714286,0.226581446
1962-11-03 07:00:00,11,1.35,0.24,1962-11-03 18:00:00,0.732164468,0.130414291,0.466065934166667,0.130414291,0.466065934166667,0.732164468
1962-11-09 17:00:00,13,1.07,0.32,1962-11-10 06:00:00,2.017480719,0.354326263,1.22495961942857,0.354326263,1.22495961942857,2.017480719
1962-11-18 08:00:00,13,0.97,0.14,1962-11-18 21:00:00,0.467729651,0.327043698,0.408393439285714,0.327043698,0.408393439285714,0.467729651
1962-11-21 19:00:00,18,1.12,0.24,1962-11-22 13:00:00,0.681858458,0.38600866,0.562387783526316,0.38600866,0.562387783526316,0.681858458
1962-12-06 09:00:00,10,0.94,0.3,1962-12-06 19:00:00,2.06622011,2.014144047,2.04880818390909,2.014144047,2.04880818390909,2.06622011
1962-12-09 16:00:00,6,0.11,0.04,1962-12-09 22:00:00,0.506999599,0.376790661,0.460772242714286,0.376790661,0.460772242714286,0.506999599
1962-12-21 15:00:00,21,0.47,0.12,1962-12-22 12:00:00,0.54355462,-0.233808281,0.324415582272727,-0.233808281,0.324415582272727,0.54355462
1962-12-25 09:00:00,16,0.17,0.02,1962-12-26 01:00:00,-0.256687693,-0.969219749,-0.554210961647059,-0.969219749,-0.554210961647059,-0.256687693
1962-12-29 12:00:00,10,0.36,0.08,1962-12-29 22:00:00,0.095805716,-0.054035134,0.0536766577272727,-0.054035134,0.0536766577272727,0.095805716
1963-01-12 06:00:00,6,0.58,0.27,1963-01-12 12:00:00,0.116608403,-0.025833261,0.0392370965714286,-0.025833261,0.0392370965714286,0.116608403
1963-01-13 07:00:00,8,0.18,0.07,1963-01-13 15:00:00,0.651406226,0.292100555,0.502564179888889,0.292100555,0.502564179888889,0.651406226
1963-01-19 22:00:00,9,0.44,0.1,1963-01-20 07:00:00,0.144723082,-0.151726587,-0.0044596754,-0.151726587,-0.0044596754,0.144723082
1963-01-23 16:00:00,8,0.12,0.04,1963-01-24 00:00:00,-0.605685897,-1.474961859,-1.00669673377778,-1.474961859,-1.00669673377778,-0.605685897
1963-01-26 20:00:00,9,0.82,0.17,1963-01-27 05:00:00,0.295642869,-0.158277853,0.1013488021,-0.158277853,0.1013488021,0.295642869
1963-02-02 06:00:00,20,0.23,0.04,1963-02-03 02:00:00,0.349265697,-0.155155877,0.202939120285714,-0.155155877,0.202939120285714,0.349265697
1963-02-11 12:00:00,30,0.95,0.2,1963-02-12 18:00:00,0.003088043,-0.507861264,-0.280324075645161,-0.507861264,-0.280324075645161,0.003088043
1963-02-19 11:00:00,12,0.77,0.12,1963-02-19 23:00:00,0.12397617,-0.639044313,-0.237069931153846,-0.639044313,-0.237069931153846,0.12397617
1963-02-24 12:00:00,6,0.16,0.06,1963-02-24 18:00:00,-0.845132063,-0.872870969,-0.857814975571429,-0.872870969,-0.857814975571429,-0.845132063
1963-03-01 13:00:00,13,0.31,0.09,1963-03-02 02:00:00,-0.110549108,-0.738714134,-0.404302962142857,-0.738714134,-0.404302962142857,-0.110549108
1963-03-04 16:00:00,19,0.51,0.12,1963-03-05 11:00:00,-0.105518599,-0.712356892,-0.4729168248,-0.712356892,-0.4729168248,-0.105518599
1963-03-06 03:00:00,11,1.07,0.21,1963-03-06 14:00:00,1.208275136,0.813768922,1.0525877355,0.813768922,1.0525877355,1.208275136
1963-03-11 18:00:00,12,0.6,0.13,1963-03-12 06:00:00,0.069330574,-0.17043053,-0.00169542915384615,-0.17043053,-0.00169542915384615,0.069330574
1963-03-16 18:00:00,14,0.57,0.14,1963-03-17 08:00:00,0.293042249,0.131048208,0.247090288733333,0.131048208,0.247090288733333,0.293042249
1963-03-19 23:00:00,7,0.58,0.2,1963-03-20 06:00:00,1.332658498,1.102935248,1.2435731175,1.102935248,1.2435731175,1.332658498
1963-03-26 20:00:00,4,0.3,0.14,1963-03-27 00:00:00,0.671214341,0.550188886,0.6129365414,0.550188886,0.6129365414,0.671214341
1963-04-09 03:00:00,5,0.13,0.06,1963-04-09 08:00:00,0.671311041,0.587834227,0.6269082305,0.587834227,0.6269082305,0.671311041
1963-04-23 01:00:00,4,0.1,0.03,1963-04-23 05:00:00,0.108236951,-0.1692454,-0.028969348,-0.1692454,-0.028969348,0.108236951
1963-04-29 23:00:00,10,0.29,0.06,1963-04-30 09:00:00,0.943857885,0.798636787,0.897006669727273,0.798636787,0.897006669727273,0.943857885
1963-04-30 19:00:00,4,0.46,0.25,1963-04-30 23:00:00,0.150193327,-0.226785377,-0.038282071,-0.226785377,-0.038282071,0.150193327
1963-05-10 22:00:00,2,0.13,0.1,1963-05-11 00:00:00,0.413021522,0.356095667,0.385285236,0.356095667,0.385285236,0.413021522
1963-05-17 22:00:00,13,0.39,0.14,1963-05-18 11:00:00,1.172016384,0.901454956,1.08798694942857,0.901454956,1.08798694942857,1.172016384
1963-05-26 10:00:00,4,0.12,0.08,1963-05-26 14:00:00,-0.115956654,-0.170521811,-0.143927637,-0.170521811,-0.143927637,-0.115956654
1963-05-29 10:00:00,4,0.23,0.17,1963-05-29 14:00:00,NA,NA,NA,NA,NA,NA
1963-06-03 09:00:00,7,0.75,0.29,1963-06-03 16:00:00,0.615219575,-0.005820578,0.3139575135,-0.005820578,0.3139575135,0.615219575
1963-06-10 21:00:00,5,1.19,0.53,1963-06-11 02:00:00,0.428689955,0.212086293,0.320621086,0.212086293,0.320621086,0.428689955
1963-06-15 00:00:00,2,0.13,0.12,1963-06-15 02:00:00,0.503417413,0.418534853,0.461822573666667,0.418534853,0.461822573666667,0.503417413
1963-06-20 18:00:00,3,0.1,0.07,1963-06-20 21:00:00,0.491149557,0.446728659,0.4713439245,0.446728659,0.4713439245,0.491149557
1963-06-29 13:00:00,10,0.42,0.16,1963-06-29 23:00:00,NA,NA,NA,NA,NA,NA
1963-07-08 07:00:00,1,0.18,0.18,1963-07-08 08:00:00,0.2645829,0.236885163,0.2507340315,0.236885163,0.2507340315,0.2645829
1963-07-13 18:00:00,3,0.47,0.37,1963-07-13 21:00:00,0.001685438,-0.054589659,-0.02772976175,-0.054589659,-0.02772976175,0.001685438
1963-07-14 13:00:00,6,0.47,0.16,1963-07-14 19:00:00,0.449161912,0.42708588,0.440617828142857,0.42708588,0.440617828142857,0.449161912
1963-07-20 13:00:00,1,0.32,0.32,1963-07-20 14:00:00,0.271665729,0.251415089,0.261540409,0.251415089,0.261540409,0.271665729
1963-07-21 14:00:00,4,0.51,0.45,1963-07-21 18:00:00,0.359042828,0.347907769,0.3516752928,0.347907769,0.3516752928,0.359042828
1963-07-26 17:00:00,3,0.88,0.72,1963-07-26 20:00:00,-0.418519382,-0.43779346,-0.4282595925,-0.43779346,-0.4282595925,-0.418519382
1963-07-29 21:00:00,2,0.2,0.19,1963-07-29 23:00:00,0.008260036,-0.024977799,-0.00783894333333333,-0.024977799,-0.00783894333333333,0.008260036
1963-08-01 12:00:00,3,1.16,0.9,1963-08-01 15:00:00,0.309159186,0.285797405,0.29964328375,0.285797405,0.29964328375,0.309159186
1963-08-01 21:00:00,1,0.58,0.58,1963-08-01 22:00:00,0.13604652,0.102644865,0.1193456925,0.102644865,0.1193456925,0.13604652
1963-08-04 01:00:00,2,0.16,0.15,1963-08-04 03:00:00,0.170318271,0.165833925,0.168239051666667,0.165833925,0.168239051666667,0.170318271
1963-08-09 19:00:00,2,0.12,0.11,1963-08-09 21:00:00,0.272497906,0.242816787,0.258077902333333,0.242816787,0.258077902333333,0.272497906
1963-08-13 11:00:00,10,0.36,0.1,1963-08-13 21:00:00,0.439015449,0.128612954,0.332238558272727,0.128612954,0.332238558272727,0.439015449
1963-08-20 00:00:00,6,0.84,0.42,1963-08-20 06:00:00,0.177639078,0.107504652,0.148492073571429,0.107504652,0.148492073571429,0.177639078
1963-09-03 22:00:00,5,3.18,1.54,1963-09-04 03:00:00,0.270895185,0.147713581,0.214928886,0.147713581,0.214928886,0.270895185
1963-09-16 09:00:00,14,1.21,0.23,1963-09-16 23:00:00,0.615669336,0.40538095,0.5455881438,0.40538095,0.5455881438,0.615669336
1963-09-29 03:00:00,10,1.87,0.45,1963-09-29 13:00:00,1.490871819,0.985085622,1.32948562745455,0.985085622,1.32948562745455,1.490871819
1963-11-01 03:00:00,27,0.77,0.11,1963-11-02 06:00:00,-0.189042317,-0.402416904,-0.285393059714286,-0.402416904,-0.285393059714286,-0.189042317
1963-11-05 21:00:00,64,3.54,0.37,1963-11-08 13:00:00,1.602355913,-0.093716686,0.749163221169231,-0.093716686,0.749163221169231,1.602355913
1963-11-23 12:00:00,9,1.18,0.27,1963-11-23 21:00:00,0.356582784,-0.091880739,0.1825077532,-0.091880739,0.1825077532,0.356582784
1963-11-29 10:00:00,21,1.16,0.29,1963-11-30 07:00:00,1.746430935,0.091128582,1.26743706468182,0.091128582,1.26743706468182,1.746430935
1963-12-08 19:00:00,7,0.84,0.25,1963-12-09 02:00:00,0.682101241,0.594589524,0.65597698675,0.594589524,0.65597698675,0.682101241
1963-12-12 04:00:00,8,0.3,0.07,1963-12-12 12:00:00,0.083521855,-0.064030017,0.035861017,-0.064030017,0.035861017,0.083521855
1963-12-14 05:00:00,8,0.15,0.03,1963-12-14 13:00:00,0.35146961,-0.116087261,0.149072404333333,-0.116087261,0.149072404333333,0.35146961
1963-12-23 11:00:00,15,0.44,0.08,1963-12-24 02:00:00,-0.138187431,-0.493336425,-0.3108265513125,-0.493336425,-0.3108265513125,-0.138187431
1964-01-01 06:00:00,13,0.48,0.12,1964-01-01 19:00:00,-0.810928201,-1.19898981,-0.987724786571429,-1.19898981,-0.987724786571429,-0.810928201
1964-01-06 22:00:00,11,0.3,0.07,1964-01-07 09:00:00,-0.340911857,-0.481263223,-0.38908334275,-0.481263223,-0.38908334275,-0.340911857
1964-01-09 04:00:00,13,1.39,0.32,1964-01-09 17:00:00,1.612110636,0.142295044,0.897598015071429,0.142295044,0.897598015071429,1.612110636
1964-01-13 00:00:00,23,0.71,0.06,1964-01-13 23:00:00,0.579218896,-0.797447846,0.150518529083333,-0.797447846,0.150518529083333,0.579218896
1964-01-20 13:00:00,6,0.53,0.2,1964-01-20 19:00:00,0.853416595,0.591737542,0.765927352,0.591737542,0.765927352,0.853416595
1964-01-25 02:00:00,13,0.5,0.07,1964-01-25 15:00:00,0.884100246,0.777946531,0.853146301642857,0.777946531,0.853146301642857,0.884100246
1964-02-01 03:00:00,8,0.14,0.04,1964-02-01 11:00:00,0.184859643,0.105865338,0.146775414333333,0.105865338,0.146775414333333,0.184859643
1964-02-06 11:00:00,7,0.71,0.24,1964-02-06 18:00:00,1.527075998,0.63056348,1.135292161625,0.63056348,1.135292161625,1.527075998
1964-02-10 08:00:00,8,0.16,0.06,1964-02-10 16:00:00,-0.762309688,-1.185198189,-0.966132086555556,-1.185198189,-0.966132086555556,-0.762309688
1964-02-11 03:00:00,14,0.28,0.05,1964-02-11 17:00:00,-0.523755767,-0.658173586,-0.589693181933333,-0.658173586,-0.589693181933333,-0.523755767
1964-02-15 23:00:00,8,0.6,0.15,1964-02-16 07:00:00,0.170996748,0.104143079,0.144134157888889,0.104143079,0.144134157888889,0.170996748
1964-02-18 19:00:00,25,0.62,0.12,1964-02-19 20:00:00,0.583366975,0.234133498,0.460660291076923,0.234133498,0.460660291076923,0.583366975
1964-02-28 18:00:00,7,0.25,0.08,1964-02-29 01:00:00,-0.053172817,-0.576430265,-0.30604191875,-0.576430265,-0.30604191875,-0.053172817
1964-03-10 13:00:00,1,0.16,0.16,1964-03-10 14:00:00,0.181723167,0.119478145,0.150600656,0.119478145,0.150600656,0.181723167
1964-03-12 12:00:00,7,0.15,0.05,1964-03-12 19:00:00,1.888490732,1.235801886,1.593085408625,1.235801886,1.593085408625,1.888490732
1964-03-21 15:00:00,15,1.11,0.25,1964-03-22 06:00:00,1.030135312,0.870853087,0.973575913,0.870853087,0.973575913,1.030135312
1964-03-26 16:00:00,1,0.15,0.15,1964-03-26 17:00:00,0.409628484,0.366642314,0.388135399,0.366642314,0.388135399,0.409628484
1964-03-28 21:00:00,4,0.18,0.06,1964-03-29 01:00:00,0.306107438,0.240223145,0.2808446442,0.240223145,0.2808446442,0.306107438
1964-04-02 16:00:00,9,0.19,0.05,1964-04-03 01:00:00,0.066833485,-0.213388177,-0.0373433753,-0.213388177,-0.0373433753,0.066833485
1964-04-03 17:00:00,3,0.15,0.09,1964-04-03 20:00:00,-1.258977163,-1.681261488,-1.471018899,-1.681261488,-1.471018899,-1.258977163
1964-04-06 11:00:00,19,1.06,0.19,1964-04-07 06:00:00,-0.320388692,-0.388822384,-0.3675592587,-0.388822384,-0.3675592587,-0.320388692
1964-04-07 13:00:00,7,0.26,0.1,1964-04-07 20:00:00,-0.36194954,-0.376429471,-0.36959702625,-0.376429471,-0.36959702625,-0.36194954
1964-04-08 06:00:00,12,0.59,0.13,1964-04-08 18:00:00,-0.079333097,-0.267070639,-0.147546921153846,-0.267070639,-0.147546921153846,-0.079333097
1964-04-14 04:00:00,16,0.35,0.05,1964-04-14 20:00:00,0.119838622,0.017116404,0.0781979074117647,0.017116404,0.0781979074117647,0.119838622
1964-04-15 14:00:00,2,0.17,0.16,1964-04-15 16:00:00,0.143152163,0.137758391,0.140986065,0.137758391,0.140986065,0.143152163
1964-04-19 16:00:00,32,0.53,0.07,1964-04-21 00:00:00,0.475709111,0.181943766,0.335388407242424,0.181943766,0.335388407242424,0.475709111
1964-04-21 12:00:00,6,0.24,0.13,1964-04-21 18:00:00,0.795070191,0.723238229,0.771406200428571,0.723238229,0.771406200428571,0.795070191
1964-04-27 21:00:00,11,0.81,0.18,1964-04-28 08:00:00,0.231414159,0.19484982,0.220546098416667,0.19484982,0.220546098416667,0.231414159
1964-04-29 01:00:00,16,0.58,0.17,1964-04-29 17:00:00,1.360843939,0.430262118,0.917000202117647,0.430262118,0.917000202117647,1.360843939
1964-04-30 07:00:00,4,0.16,0.09,1964-04-30 11:00:00,1.442244546,1.362333325,1.4042017372,1.362333325,1.4042017372,1.442244546
1964-04-30 20:00:00,12,0.4,0.14,1964-05-01 08:00:00,1.108309025,0.775432049,0.928814775384615,0.775432049,0.928814775384615,1.108309025
1964-07-08 08:00:00,16,2.28,0.36,1964-07-09 00:00:00,0.706460974,0.38452235,0.604469221647059,0.38452235,0.604469221647059,0.706460974
1964-07-13 04:00:00,4,0.96,0.56,1964-07-13 08:00:00,0.730638484,0.666894851,0.7023108874,0.666894851,0.7023108874,0.730638484
1964-07-13 15:00:00,1,0.24,0.24,1964-07-13 16:00:00,0.688200103,0.667606259,0.677903181,0.667606259,0.677903181,0.688200103
1964-07-14 00:00:00,1,0.2,0.2,1964-07-14 01:00:00,0.435402675,0.40325151,0.4193270925,0.40325151,0.4193270925,0.435402675
1964-08-18 17:00:00,1,0.1,0.1,1964-08-18 18:00:00,-0.007679929,-0.024043166,-0.0158615475,-0.024043166,-0.0158615475,-0.007679929
1964-08-31 07:00:00,3,0.2,0.09,1964-08-31 10:00:00,0.221288367,0.200497262,0.2118614855,0.200497262,0.2118614855,0.221288367
1964-09-28 03:00:00,55,2.29,0.28,1964-09-30 10:00:00,0.117443473,-0.722071665,-0.225570863803571,-0.722071665,-0.225570863803571,0.117443473
1964-10-02 08:00:00,8,0.95,0.61,1964-10-02 16:00:00,0.677160239,0.611765513,0.656150448333333,0.611765513,0.656150448333333,0.677160239
1964-10-16 21:00:00,21,0.72,0.24,1964-10-17 18:00:00,0.750549722,0.517761943,0.677694483454545,0.517761943,0.677694483454545,0.750549722
