Event,max,min,mean
1,-Inf,Inf,NA
2,-Inf,Inf,NA
3,-Inf,Inf,NA
4,-Inf,Inf,NA
5,-Inf,Inf,NA
6,-Inf,Inf,NA
7,-Inf,Inf,NA
8,-Inf,Inf,NA
9,-Inf,Inf,NA
10,-Inf,Inf,NA
11,-Inf,Inf,NA
12,-Inf,Inf,NA
13,-Inf,Inf,NA
14,-Inf,Inf,NA
15,-Inf,Inf,NA
16,-Inf,Inf,NA
17,-Inf,Inf,NA
18,-Inf,Inf,NA
19,-Inf,Inf,NA
20,-Inf,Inf,NA
21,-Inf,Inf,NA
22,-Inf,Inf,NA
23,-Inf,Inf,NA
24,-Inf,Inf,NA
25,-Inf,Inf,NA
26,-Inf,Inf,NA
27,-Inf,Inf,NA
28,-Inf,Inf,NA
29,-Inf,Inf,NA
30,-Inf,Inf,NA
31,-Inf,Inf,NA
32,-Inf,Inf,NA
33,-Inf,Inf,NA
34,-Inf,Inf,NA
35,-Inf,Inf,NA
36,-Inf,Inf,NA
37,-Inf,Inf,NA
38,-Inf,Inf,NA
39,-Inf,Inf,NA
40,-Inf,Inf,NA
41,-Inf,Inf,NA
42,-Inf,Inf,NA
43,-Inf,Inf,NA
44,-Inf,Inf,NA
45,-Inf,Inf,NA
46,-Inf,Inf,NA
47,-Inf,Inf,NA
48,-Inf,Inf,NA
49,-Inf,Inf,NA
50,-Inf,Inf,NA
51,-Inf,Inf,NA
52,-Inf,Inf,NA
53,-Inf,Inf,NA
54,-Inf,Inf,NA
55,-Inf,Inf,NA
56,-Inf,Inf,NA
57,-Inf,Inf,NA
58,-0.495946507,-0.717839687,-0.5679506841
59,-0.153959107,-0.79628706,-0.500836770423077
60,0.204653856,-0.724109831,-0.1147522044
61,-0.803950952,-1.055701423,-0.906188521833333
62,-0.692682031,-1.262901412,-0.917233282444444
63,-1.345610128,-1.438823866,-1.37933405285714
64,-1.098751839,-1.199873773,-1.1679101524
65,-1.148765105,-1.566115232,-1.30789500323077
66,1.020339684,-0.732107169,0.267754146333333
67,0.325655558,-0.046119046,0.209906807555556
68,-0.215260168,-0.387635809,-0.318501250777778
69,0.319847653,0.230868279,0.289810652818182
70,1.633651427,0.279951069,1.11838254579412
71,0.634664166,0.361620648,0.546442351866667
72,-0.445803645,-0.507377957,-0.488256507818182
73,0.855419092,0.385841946,0.644094976347826
74,0.716991465,0.572786644,0.626635664607143
75,0.669542648,0.556738549,0.616506801333333
76,0.0318454,-0.213339387,-0.0880062195
77,0.212410327,0.130669587,0.176077046125
78,-0.013706639,-0.038822788,-0.0290481228333333
79,0.162364857,0.101323751,0.134609589625
80,0.296999326,0.251987907,0.2757282655
81,0.521238895,0.513950005,0.5187755445
82,0.405183627,0.395738806,0.40165316125
83,-0.321965079,-0.346357471,-0.3353416925
84,0.231683176,0.053593601,0.1447255158125
85,0.005794166,0.000887802,0.002832516
86,0.625833895,0.59521398,0.607450920235294
87,1.006605848,0.932593938,0.972478272833333
88,-0.119662815,-0.172174063,-0.147242348333333
89,-0.1800498,-0.210408253,-0.198648382818182
90,-0.071738092,-0.225832023,-0.1547366556
91,-0.253884925,-0.397301949,-0.323221176333333
92,0.046771263,-0.003603744,0.0211062724
93,-0.024270968,-0.110114,-0.0670305215
94,-0.120307198,-0.169112669,-0.1422100986
95,-0.107662335,-0.177770278,-0.139709805769231
96,-0.078885291,-0.100427726,-0.0895122683333333
97,-0.266728169,-0.269296236,-0.267634433166667
98,-0.049602602,-0.178411937,-0.113244543
99,0.417178611,-0.272718666,0.145064383037037
100,0.078374272,0.025105328,0.0517398
101,-0.256693535,-0.391617786,-0.2991281502
102,-0.04997288,-0.190589578,-0.0892552266111111
103,0.866164406,-0.700934927,-0.045069714195122
104,0.403249187,0.355183646,0.37918141425
105,0.390011682,0.195084699,0.293457568857143
106,0.594333054,0.522344552,0.558528048166667
107,0.570385847,0.50996771,0.540366336
108,0.380973869,0.36852944,0.374806477
109,-0.026955794,-0.040379983,-0.032917962375
110,0.00891745,-0.020288311,-0.007801097
111,0.29401314,0.230472526,0.262673197
112,0.03615682,-0.301139083,-0.0912336158666667
113,-0.074022549,-0.356228022,-0.213006929818182
114,0.498675521,0.407772751,0.469772903857143
115,0.268954669,0.112039979,0.1898464735
116,0.445409875,-0.65262378,0.0144244762444444
117,-0.598996638,-0.909936122,-0.7483260528
118,1.59151654,-0.466145174,0.882393273533333
119,-1.055443437,-1.428353608,-1.16546289475
120,0.025919301,-0.077671313,-0.00790975171428572
121,1.273140141,0.440711926,0.9627813672
122,1.653906564,1.133413345,1.37380640990909
123,-0.374039292,-0.606834378,-0.5071269452
124,-0.201701323,-0.620293957,-0.330226497058824
125,1.586369182,-0.198912581,1.05167750766667
126,-0.999127582,-1.487792765,-1.234649629
127,0.146302487,0.101658502,0.132548659166667
128,-0.617658701,-0.75846715,-0.688137057
129,2.027782504,0.426806985,1.42314279447368
130,0.208783276,-0.296803715,0.0783694037307692
131,-1.418953233,-1.443278089,-1.431115661
132,-1.120530521,-1.139477474,-1.1300039975
133,-0.647926919,-0.662072983,-0.654999951
134,0.463197474,-0.312907979,0.17160323788
135,-0.655084866,-0.75084916,-0.6986440509
136,-0.887274707,-1.323888781,-1.17847845817391
137,1.205473256,-0.00841437,0.669177044428571
138,0.946110415,-0.149948013,0.279762282176471
139,2.655256907,1.649759056,2.1622080694
140,2.267812862,2.202663525,2.229602116
141,0.700456047,-0.262463276,0.444946380115385
142,0.176664565,-0.238764225,-0.0156698922777778
143,1.146035702,0.537963864,0.9096662196875
144,0.13733346,0.013471222,0.0545528417272727
145,0.604560596,0.305380535,0.496133561722222
146,0.278762931,0.202170607,0.240805826666667
147,0.932972371,0.756997737,0.87225260975
148,1.462121357,0.11136109,0.783639553352941
149,0.340311214,-0.584259077,0.0409787283214286
150,0.431581597,0.414465034,0.423960424666667
151,-0.282838468,-0.29094614,-0.287576259
152,-0.357553401,-0.383641672,-0.365612800125
153,-0.454834998,-0.53009819,-0.483163017777778
154,-0.097144717,-0.151376175,-0.12048898025
155,-0.119661605,-0.448816904,-0.277882354142857
156,-0.286330146,-0.318389914,-0.30142548725
157,0.349656109,0.243653185,0.312680670666667
158,0.524830328,0.44255351,0.499326734
159,-0.299504514,-0.410083833,-0.3520459562
160,0.799685879,0.354272189,0.665945417857143
161,0.223999848,-0.045473814,0.09978772975
162,-0.279374138,-0.400917765,-0.3339497576
163,-0.336680519,-0.354093751,-0.345708832333333
164,-0.117356239,-0.135246667,-0.125770698
165,0.526255702,0.505245737,0.519392287222222
166,0.043442647,-0.049056402,-0.00429919233333333
167,0.729192432,0.713566266,0.722714908
168,0.550645115,0.417799698,0.485418219
169,0.58777242,0.218123245,0.419450363866667
170,0.094698268,0.047476957,0.0710876125
171,0.024367457,-0.036726391,-0.006179467
172,-0.090606078,-0.108769093,-0.0987285528
173,0.516600025,0.028307634,0.374283449823529
174,0.151056706,0.121752111,0.141388106333333
175,-0.03002924,-0.257646252,-0.155583419875
176,0.880301603,0.268207398,0.547342284125
177,2.296703314,2.012170927,2.20810522905556
178,1.798391702,0.85571045,1.37116695
179,0.196952013,0.071113373,0.131956064041667
180,0.120676611,0.06780235,0.0942012303333333
181,0.329704363,0.003440361,0.149945165461538
182,-0.027115726,-0.296403813,-0.148678415
183,1.028144722,-1.068460014,-0.186237898666667
184,-0.832978257,-0.912671885,-0.881911915214286
185,-0.079397151,-0.462336985,-0.27840940175
186,-0.423132231,-0.436972101,-0.434273822666667
187,-1.338297993,-1.65370413,-1.50016656916667
188,0.46029599,-0.418259507,0.153374048
189,1.24978202,0.007359203,0.6507260236875
190,1.481374749,0.161241866,0.897077820692308
191,1.449541061,1.302563019,1.393898411
192,-0.092647803,-0.187848636,-0.120324407727273
193,-Inf,Inf,NA
194,-Inf,Inf,NA
195,-Inf,Inf,NA
196,-Inf,Inf,NA
197,-Inf,Inf,NA
198,-Inf,Inf,NA
199,-Inf,Inf,NA
200,-Inf,Inf,NA
201,-Inf,Inf,NA
202,-Inf,Inf,NA
203,-Inf,Inf,NA
204,-Inf,Inf,NA
205,-Inf,Inf,NA
206,-Inf,Inf,NA
207,-Inf,Inf,NA
208,-Inf,Inf,NA
209,-Inf,Inf,NA
210,-Inf,Inf,NA
211,-Inf,Inf,NA
212,-Inf,Inf,NA
213,-Inf,Inf,NA
214,-Inf,Inf,NA
215,-Inf,Inf,NA
216,-Inf,Inf,NA
217,-Inf,Inf,NA
218,-Inf,Inf,NA
219,-Inf,Inf,NA
220,-Inf,Inf,NA
221,-Inf,Inf,NA
222,-Inf,Inf,NA
223,-Inf,Inf,NA
224,-Inf,Inf,NA
225,-Inf,Inf,NA
226,-Inf,Inf,NA
227,-Inf,Inf,NA
228,-Inf,Inf,NA
229,-Inf,Inf,NA
230,-Inf,Inf,NA
231,-Inf,Inf,NA
232,-Inf,Inf,NA
233,-Inf,Inf,NA
234,-Inf,Inf,NA
235,-Inf,Inf,NA
236,-Inf,Inf,NA
237,-Inf,Inf,NA
238,-Inf,Inf,NA
239,-Inf,Inf,NA
240,-Inf,Inf,NA
241,-Inf,Inf,NA
242,-Inf,Inf,NA
243,-Inf,Inf,NA
244,-Inf,Inf,NA
245,-Inf,Inf,NA
246,-Inf,Inf,NA
247,-Inf,Inf,NA
248,-Inf,Inf,NA
249,-Inf,Inf,NA
250,-Inf,Inf,NA
251,-Inf,Inf,NA
252,-Inf,Inf,NA
253,-Inf,Inf,NA
254,-Inf,Inf,NA
255,-Inf,Inf,NA
256,-Inf,Inf,NA
257,-Inf,Inf,NA
258,-Inf,Inf,NA
259,-Inf,Inf,NA
260,-Inf,Inf,NA
261,-0.584894481,-0.697526557,-0.641210519
262,-0.213480559,-0.254015887,-0.233748223
263,0.384081485,0.334406834,0.362204886
264,0.47507337,0.069320781,0.272495593285714
265,0.933623736,0.90339896,0.922072582714286
266,-0.241708403,-0.336704959,-0.273430421857143
267,-0.362190418,-0.383383718,-0.372787068
268,-1.403467986,-1.486321476,-1.444894731
269,0.543553099,0.475654096,0.51468544475
270,-0.473393306,-0.490122524,-0.481757915
271,-0.56479799,-0.597277935,-0.584444384
272,0.226627555,-0.324582783,-0.0542917556875
273,1.331321005,0.306575199,0.895127144294118
274,-0.400715068,-0.465123974,-0.417345695666667
275,-0.370321854,-0.381220986,-0.37577142
276,-0.407579803,-0.435347846,-0.420745774333333
277,-0.867671988,-0.924833799,-0.894920185428571
278,-0.025521603,-0.047134449,-0.0370258176363636
279,0.49587249,0.226298144,0.363329825888889
280,-0.072279195,-0.083436198,-0.0761130223333333
281,-0.155155502,-0.275493008,-0.214866040571429
282,0.034958991,0.026082498,0.0307152563333333
283,-0.124059378,-0.149848891,-0.13523099475
284,-0.150313533,-0.374404004,-0.242084232157895
285,-0.276198291,-0.346992998,-0.3094054595
286,-0.794995785,-0.827082635,-0.816571040571429
287,-0.26630528,-0.378513285,-0.3080154685
288,0.047961729,-0.095811439,-0.0236648803333333
289,-0.323405435,-0.571471977,-0.477914963461538
290,-0.457460889,-0.56154175,-0.5095842584
291,-0.198234509,-0.349051708,-0.27388427325
292,0.204246713,0.161954342,0.191150608857143
293,-0.357835167,-0.361909226,-0.3598721965
294,-0.130941188,-0.161933625,-0.1441073798
295,-0.187046626,-0.197667773,-0.191983052333333
296,-0.547477943,-0.569322871,-0.558400407
297,-0.964053421,-1.027001164,-0.9978874066
298,-0.606272786,-0.721166283,-0.661953045
299,0.144140044,-0.249789647,-0.0201768211538462
300,-0.394856915,-0.404566719,-0.39988931475
301,0.040563293,-0.375589252,-0.162903848727273
302,-0.369867987,-0.490551459,-0.422818095818182
303,-0.266942101,-0.435818221,-0.339494510555556
304,-0.692476776,-0.724856435,-0.709008603
305,-0.80661479,-0.832655491,-0.819232295285714
306,-0.221998527,-0.264498039,-0.242539559111111
307,-0.057688842,-0.10569289,-0.0796983628333333
308,0.630617583,0.137950378,0.409711982888889
309,-0.183924651,-0.209195533,-0.196203347
310,-0.306055026,-0.452197772,-0.380223395666667
311,0.623448073,-0.295726386,0.249427185962963
312,-0.010447702,-0.045049538,-0.02774862
313,-0.090942826,-0.551387376,-0.307497663
314,0.157799421,-0.643434861,-0.344408207375
315,1.097793543,0.295175085,0.684079525666667
316,-0.310630273,-0.454062099,-0.380300591833333
317,-0.089081157,-0.172030738,-0.114029119
318,-0.671138339,-2.662881276,-1.57585886681818
319,0.159190596,-0.200673037,-0.00527636942857143
320,-0.561883551,-0.604141545,-0.583012548
321,-0.886624682,-0.888369315,-0.8874969985
322,-1.094936352,-1.121366981,-1.1081516665
323,-0.181414332,-0.18264754,-0.182030936
324,-0.016777503,-1.066867203,-0.477909643769231
325,1.937322483,-0.362890041,0.796712261
326,-0.519313068,-1.003000948,-0.74598801608
327,-0.202541541,-2.87990974,-1.24219712318182
328,-0.795417021,-1.275524976,-1.04390019538462
329,-0.470103489,-0.852769143,-0.667966294526316
330,-0.750080851,-1.481706583,-1.08759350091667
331,-1.2877301,-1.52322203,-1.40794404685714
332,-0.889993326,-0.987939283,-0.920127524636364
333,-0.853593884,-1.024109525,-0.934441309272727
334,-0.794766906,-0.834754197,-0.816469173363636
335,-0.197635477,-0.734625711,-0.4751732465
336,-0.182397852,-0.274129573,-0.2468628473
337,1.860567143,0.00614801,1.11077434326316
338,0.749186816,0.602789011,0.684773451
339,0.922307135,0.874376085,0.9077445515
340,0.371193019,0.043732365,0.232185274916667
341,-0.373038394,-0.440728673,-0.4047278869
342,-0.379080726,-0.534381543,-0.466673517
343,-0.470634733,-0.710111167,-0.580487724714286
344,-0.606341951,-0.811874943,-0.698333824375
345,-0.432652965,-0.484845097,-0.459488362571429
346,-0.251923208,-0.306326423,-0.277429473285714
347,0.070629396,0.010979611,0.0435708881428571
348,-0.128573434,-0.159376758,-0.143975096
349,-0.35756862,-0.522106945,-0.4468064313
350,-0.338084202,-0.376610765,-0.3573474835
351,-0.740164531,-0.752748752,-0.747470181
352,-0.095362056,-0.389124117,-0.2435493598
353,-0.692955545,-0.703349053,-0.6987330618
354,-0.328194949,-0.460211994,-0.394258631714286
355,-0.424307319,-0.601557534,-0.510611402
356,-0.074598342,-0.155300246,-0.1112614483
357,-0.287322987,-0.396476005,-0.3418150405
358,-0.719273123,-0.725736059,-0.72261386025
359,-0.333669884,-0.380748263,-0.354400275
360,-0.336356401,-0.3943914,-0.362957624125
361,-0.218230967,-0.272162995,-0.245033875333333
362,-0.119256193,-0.156441422,-0.138289385166667
363,-0.184180213,-0.188354378,-0.186453962333333
364,-0.048632979,-0.051080514,-0.049524143
365,-0.181549405,-0.228014101,-0.204651804666667
366,-0.662172114,-0.697983327,-0.674032494416667
367,-0.824309495,-0.901788538,-0.867580463444444
368,-1.084883106,-1.0920838,-1.08861111933333
369,-1.095367469,-1.11060847,-1.1040633695
370,0.174497662,0.133304152,0.161987836571429
371,-0.029103889,-0.156606462,-0.0933696481666667
372,-0.546924765,-0.77951485,-0.702739740705882
373,0.697661147,0.009785824,0.475436947074074
374,-0.031907153,-0.082121529,-0.0591410888
375,0.513735356,0.22087518,0.414011870352941
376,0.065127593,0.025236927,0.053719481
377,-0.079793482,-0.205932395,-0.140509930666667
378,1.2431597,0.644446588,0.962342563714286
379,-0.604165227,-0.758377573,-0.68283808332
380,-0.603321015,-0.869747984,-0.7922254656
381,-0.299248483,-0.37325787,-0.321739072625
382,-0.694481223,-0.700186353,-0.69651307
383,0.086343243,-0.606154362,-0.18413329616129
384,-0.527554421,-0.728787907,-0.5906677210625
385,0.000773354,-0.337147912,-0.102297117
386,-0.363393402,-0.654591246,-0.510968127222222
387,0.970832484,-0.253253612,0.3819151645
388,-0.045559352,-0.337398501,-0.1911957714
389,0.451860614,0.4297218,0.440791207
390,0.968361245,-0.854161336,0.264822367692308
391,-1.004466143,-1.082182283,-1.032601385
392,-0.732485344,-0.765669388,-0.74178878825
393,1.130629399,-0.01672179,0.66897162815
394,1.151811346,0.965699683,1.07177226745455
395,0.496668275,0.490872899,0.4935877935
396,-0.339057313,-0.697660549,-0.510788507666667
397,0.226873573,0.180323037,0.211543469181818
398,-0.145966383,-0.60475325,-0.3104066123125
399,-0.137255825,-0.200915523,-0.16845555
400,-0.506315106,-0.557175006,-0.521950768
401,0.554223376,0.436647576,0.495410191285714
402,0.690344746,-0.633268078,0.252677159782609
403,-0.541149802,-1.051662857,-0.680692500458333
404,-0.130684586,-0.363300662,-0.1908084715
405,0.178957923,-0.805162756,-0.234510661588235
406,-0.076140981,-0.152980361,-0.1118743446
407,0.265517093,0.078659739,0.181663083538462
408,1.234613002,0.180506418,0.693375705043478
409,0.627490906,0.508554161,0.5898052176
410,-0.287649687,-0.327524176,-0.3004587545
411,0.031367597,0.005798542,0.0184177563333333
412,-0.092138325,-0.156758597,-0.124583699
413,0.130494532,-0.072172677,0.038511574
414,0.060068307,0.01097423,0.0434433791111111
415,-0.15252191,-0.677061333,-0.492941432481481
416,-0.483242055,-0.486453354,-0.485154623
417,0.025597248,-0.046562642,-0.0115995351666667
418,-0.173145558,-0.216520771,-0.194177071
419,0.260253264,0.058828653,0.200398093714286
420,0.054354243,0.034520013,0.04288926275
421,0.299800353,0.223586755,0.261257417
422,0.975980987,0.569683381,0.801897317307692
423,0.476321151,0.430311125,0.45334098225
424,0.232251425,0.215267533,0.223759479
425,-0.265178329,-0.272669134,-0.268930578333333
426,0.501296585,0.083927187,0.314209967692308
427,-0.134399851,-0.21906069,-0.1865927956
428,-0.112597838,-0.116716224,-0.114657031
429,-0.424675471,-0.627927384,-0.536292154466667
430,-0.126892094,-0.157991861,-0.135959313428571
431,0.113459608,-0.028699402,0.0437639928571429
432,0.281177018,-0.246263381,0.00918489673529412
433,0.412921657,0.396480822,0.40492861325
434,-0.159527246,-0.241164293,-0.207916719857143
435,0.301933741,0.300517797,0.30104108
436,-0.301048313,-0.302815577,-0.302086195666667
437,-0.36100359,-0.461944688,-0.4177300124
438,0.637821973,0.224179736,0.48776077025
439,0.367060435,-0.272160689,0.17058276074359
440,-0.175688397,-0.337226068,-0.257269834066667
441,-0.04439544,-0.107047671,-0.0690430336363636
442,-0.275147647,-0.364372305,-0.319501864333333
443,-0.194528497,-0.434885937,-0.302309666636364
444,0.401017316,-0.160870071,0.143963370222222
445,-0.335179334,-0.817765261,-0.651199323769231
446,0.945112472,0.553346189,0.8326302373
447,0.141759774,-0.275435053,-0.0960718799166667
448,0.551500289,-0.246417035,0.178878212458333
449,0.472787636,0.424764108,0.452563721
450,-1.044908597,-1.733020957,-1.4001990783
451,-0.06198047,-0.102936168,-0.0751478098333333
452,-0.204254274,-0.311496034,-0.241905075466667
453,-0.457246494,-0.646194502,-0.51541394025
454,-0.861279434,-1.237941828,-1.0951640641
455,-0.383999635,-0.547985402,-0.439318245727273
456,-0.548203808,-1.058910768,-0.693985652125
457,-0.250885813,-0.750696539,-0.524141398657895
458,0.146510562,-0.777740359,-0.323238607347826
459,0.210058012,-0.418608991,-0.0990630586923077
460,-0.09958112,-0.29986363,-0.19780090125
461,0.237238877,-0.342862982,-0.04059082075
462,0.078558061,-0.094433451,-0.0145900097142857
463,0.165130116,0.014410653,0.090195472
464,-0.288934341,-0.475100062,-0.383258087416667
465,-1.224786234,-1.550955117,-1.4064550578
466,-0.595975241,-0.714675401,-0.650321519222222
467,-0.191947419,-0.287552913,-0.2393739424
468,-0.145737628,-0.405435626,-0.264436577
469,-0.22855356,-2.278067275,-1.43831146565714
470,-1.280203794,-1.552772339,-1.4022547056
471,-1.175765284,-1.182934095,-1.17810703242857
472,-0.485665555,-0.965406602,-0.728702478928571
473,-0.81430435,-0.857684209,-0.846076375
474,-0.246920771,-0.367067962,-0.302208481375
475,-0.308746531,-0.33848441,-0.3296363545
476,0.277125986,0.003771319,0.137640324333333
477,0.378690126,0.282854629,0.3408001068
478,-0.256301611,-0.528607899,-0.333409808846154
479,0.567719587,0.502043718,0.547514711538462
480,0.452251134,0.424368236,0.445032770333333
481,-0.673212593,-0.692660523,-0.679489776666667
482,-0.393184028,-0.75352222,-0.574691910714286
483,-0.120520532,-0.635035633,-0.3226989169
484,-0.504530833,-0.621221649,-0.565176431555556
485,0.559565588,0.334855967,0.481516211875
486,-0.597901946,-0.7027858,-0.657576732666667
487,-0.000482236,-0.079330374,-0.0192683469375
488,-0.099504048,-0.629717351,-0.3642534492
489,-0.073987895,-0.610203276,-0.372103895769231
490,-0.367041884,-0.396535539,-0.3801029044
491,0.397615994,0.295938228,0.361766566533333
492,0.128079721,-0.037112966,0.068400134
493,0.705881909,0.327131236,0.588645566727273
494,0.868393419,0.725237478,0.8015685368
495,0.337983859,0.216823776,0.275848983
496,0.058775647,-0.032040107,0.0158659746666667
497,-0.498503006,-0.510063774,-0.504190853333333
498,0.204979906,-0.071359651,0.117637392791667
499,-0.159914849,-0.162420037,-0.16083342925
500,-0.048164412,-0.061732983,-0.0527397446
501,-0.363655356,-0.364723332,-0.364189344
502,-0.151048993,-0.17154764,-0.161094613333333
503,-0.746181029,-0.766936097,-0.75624566175
504,-0.157923947,-0.200996404,-0.172776848777778
505,-0.263452923,-0.294228529,-0.276333608
506,-0.2463963,-0.264672176,-0.255691895
507,-0.374378157,-0.450139713,-0.41217825325
508,-0.61280765,-0.71418747,-0.666758139125
509,-0.44054832,-0.479365707,-0.452097888
510,-0.258022844,-0.481501339,-0.344966171578947
511,-0.282697689,-0.296378571,-0.288965140666667
512,-0.512458349,-0.540586184,-0.522972794
513,0.218887936,0.172984716,0.200514643545455
514,-0.520870646,-0.523345486,-0.522045782333333
515,-0.110065495,-0.240352842,-0.160547002
516,-0.521993311,-0.603540412,-0.563089649
517,0.145187738,0.119283077,0.137057803166667
518,-0.196805978,-0.222916975,-0.215262155875
519,0.369835399,-0.091250805,0.125655499133333
520,0.508188351,0.376594108,0.443467654666667
521,0.693776818,-0.495068932,0.1248466923
522,-0.001496293,-0.007445819,-0.0034597502
523,0.52404324,-0.174335259,0.241047040272727
524,0.40335883,-0.476069094,0.15405820262069
525,-1.729919834,-2.129123845,-1.961233985
526,0.848788204,0.294681647,0.618996498
527,1.124654797,0.412317379,0.87391953526087
528,0.774753036,0.595175837,0.7000374562
529,-0.385663743,-0.461014082,-0.4112267055625
530,0.925704694,0.689047239,0.8548140840625
531,0.508670504,-0.486394341,0.142820081941176
532,-0.54391821,-0.678004644,-0.613993129
533,0.684775851,0.156811184,0.501370063647059
534,1.183512271,0.092355022,0.624954138684211
535,0.575441268,-0.172386863,0.235685283083333
536,0.587724574,0.239616239,0.439929644875
537,0.428693382,0.047145654,0.321795293153846
538,1.200574201,0.700228038,0.9544707198
539,1.844324503,1.835110499,1.84001358866667
540,-0.606438537,-2.346929233,-1.45428071740909
541,0.250686147,0.002964724,0.169099943714286
542,0.892800468,-0.656930348,0.202333287307692
543,-0.001110643,-0.473140951,-0.181561225307692
544,-0.466666328,-0.544294093,-0.491191570461538
545,1.060189196,0.721227128,0.912079982285714
546,1.054529597,0.308222274,0.7442325182
547,0.889728486,0.811196193,0.867212216375
548,-0.51120243,-0.613442086,-0.564524345857143
549,-0.089126024,-0.374760025,-0.231375075083333
550,-0.636352461,-0.741618411,-0.6678691173125
551,0.77552327,0.281656616,0.5676760322
552,-0.270569438,-0.415546021,-0.362279401285714
553,0.242171549,0.105380049,0.198224426428571
554,0.863117736,0.754120984,0.822931905769231
555,0.960636433,0.845480411,0.9162753155
556,-0.246431849,-0.301174402,-0.264651970333333
557,-0.37388205,-0.665173959,-0.515979690333333
558,-0.202444051,-0.364961576,-0.2769624735
559,-0.071369124,-0.296931603,-0.177473021
560,-0.190081229,-0.197741782,-0.193380632666667
561,-0.693626696,-0.714441024,-0.70403386
562,0.614367248,0.555474593,0.5948409762
563,-0.35703226,-0.365844092,-0.361341462333333
564,0.113688912,-0.080773737,0.0120272466666667
565,1.2259837,0.589186011,0.992897738
566,0.289509492,0.194279935,0.262685405
567,0.18264932,0.168707804,0.174824927857143
568,0.188743779,0.184785448,0.1867646135
569,0.032960778,-0.203426618,-0.114667321571429
570,0.218389148,-0.286841657,0.05500146955
571,-0.410059525,-0.425716335,-0.417807510666667
572,-0.617089209,-0.627119353,-0.622104281
573,-0.301434612,-0.315417408,-0.308076923
574,-0.752161482,-0.758042701,-0.755353727333333
575,-0.367292614,-0.418101808,-0.388354492125
576,-0.684698356,-0.707622107,-0.696012267571429
577,-0.443617887,-0.700036677,-0.584584970294118
578,-0.376213237,-0.381376357,-0.3785466385
579,-0.405102751,-0.440616449,-0.4234827845
580,-0.459677322,-0.467157888,-0.463276940333333
581,-0.366219542,-0.412702807,-0.381659989111111
582,-0.227042629,-0.341115056,-0.281211444285714
583,-0.386008936,-0.444929002,-0.4121590732
584,-0.111994952,-0.541398753,-0.427310063481481
585,-0.174744492,-0.214856528,-0.186902939818182
586,0.384392733,-0.101781645,0.171178764888889
587,0.131977232,-0.15195738,-0.0062615465
588,-0.587095032,-0.783104052,-0.684524282
589,0.291162698,0.212177828,0.2507171834
590,-0.066004366,-0.153648397,-0.111344996416667
591,-0.025238053,-0.390313452,-0.157700456083333
592,-1.465623721,-1.725774115,-1.54490941918182
593,0.069271331,-0.71141519,-0.177904914263158
594,-0.282122706,-0.935013618,-0.541251325
595,-0.394101991,-1.07626263,-0.632544511142857
596,-0.953628275,-1.468396877,-1.26881756826667
597,0.208739291,-1.004850924,-0.505646283703704
598,-0.646886433,-1.037361251,-0.83312788
599,0.709553179,-0.973254073,0.177657138909091
600,0.154614127,-0.053689974,0.1028797739375
601,-0.945634795,-0.992639606,-0.9691372005
602,0.647444445,-0.071514761,0.407342900521739
603,-0.71104484,-0.801804812,-0.756243324
604,-0.376347816,-0.442022926,-0.408242679
605,1.05014558,0.734522835,0.943938545555556
606,1.521849793,0.503771133,1.03615276478947
607,0.291628665,-0.400340966,-0.082353243
608,0.321793109,-0.757957146,-0.155830819071429
609,-0.640890999,-1.103628593,-0.860438965625
610,-0.432261227,-0.669150582,-0.532243598166667
611,-0.683812718,-0.824801806,-0.749588946785714
612,-0.445408212,-0.557328435,-0.5014368066
613,-0.664232398,-0.88809585,-0.761397098625
614,0.923471573,0.271921873,0.675000966173913
615,0.487325816,0.059002161,0.261660769076923
616,-0.161420647,-0.185839168,-0.1697480766
617,0.18602856,-0.982507733,-0.431715585916667
618,0.214209201,-0.627464205,-0.310874319375
619,1.045432217,0.888148025,0.988887489571429
620,0.026210568,-0.11331543,-0.0469767705
621,0.508530897,0.396722209,0.467220125125
622,0.518279272,-0.09104397,0.318949435666667
623,-0.060555933,-0.145057831,-0.1040149932
624,0.464723666,0.233161357,0.334645965172414
625,-0.553238111,-0.558163902,-0.55591098825
626,-0.177179319,-0.327550088,-0.252385454714286
627,-0.059025914,-0.36538026,-0.1617404457
628,-0.1187743,-0.32846115,-0.203468170076923
629,-0.153192798,-0.181845304,-0.165851445333333
630,-0.198578995,-0.235580403,-0.216764223
631,0.234988495,0.108048128,0.1776245522
632,-0.721083146,-0.730741472,-0.7267881225
633,-0.396408371,-0.478296695,-0.433222683714286
634,0.022793574,-0.335455118,-0.0851831531428571
635,-0.312548863,-0.348247332,-0.3303980975
636,-0.192509031,-0.323169833,-0.258752437
637,0.841533399,0.374113928,0.694656447142857
638,0.175157866,-0.213476083,0.0572814154666667
639,-0.253711542,-0.257572894,-0.255564013666667
640,-0.290571327,-0.340015867,-0.3138973074
641,-0.180323196,-0.910028335,-0.582534486052632
642,-0.5794919,-0.633415683,-0.611658799272727
643,0.661532155,0.58571703,0.637128721555556
644,-0.645155096,-1.017723976,-0.837436226142857
645,-0.425530055,-0.494098961,-0.453682410666667
646,-0.443199511,-0.592911754,-0.518470793333333
647,-0.959951138,-1.114549644,-1.04567545625
648,-0.253714313,-0.365994871,-0.287316738
