"start","duration","depth","peak","end","td.min.hf","td.mean.hf","td.max.hf"
1923-12-05 01:00:00,16,1.09,0.24,1923-12-05 17:00:00,-2.356,0.503529411764706,3.045
1923-12-06 02:00:00,4,0.27,0.16,1923-12-06 06:00:00,-0.755,0.4046,1.745
1923-12-11 02:00:00,4,0.22,0.14,1923-12-11 06:00:00,0.745,1.4644,2.244
1923-12-13 22:00:00,10,0.34,0.07,1923-12-14 08:00:00,-3.156,-1.56409090909091,0.046
1923-12-22 05:00:00,38,0.84,0.11,1923-12-23 19:00:00,-3.356,-0.0091025641025641,3.045
1923-12-27 19:00:00,14,0.51,0.07,1923-12-28 09:00:00,-2.556,0.0913333333333333,2.346
1923-12-30 16:00:00,21,0.7,0.23,1923-12-31 13:00:00,-2.854,0.144590909090909,2.444
1924-01-02 18:00:00,12,1.16,0.27,1924-01-03 06:00:00,-3.455,-0.839692307692308,1.545
1924-01-03 12:00:00,4,0.12,0.05,1924-01-03 16:00:00,-0.955,0.3844,1.844
1924-01-11 08:00:00,5,0.72,0.53,1924-01-11 13:00:00,-1.555,-0.555333333333333,0.545
1924-01-16 14:00:00,8,1.09,0.33,1924-01-16 22:00:00,-0.856,1.37811111111111,4.446
1924-01-24 19:00:00,12,1.36,0.34,1924-01-25 07:00:00,-3.356,0.00623076923076925,2.946
1924-02-05 06:00:00,13,1.32,0.31,1924-02-05 19:00:00,-2.854,0.516071428571429,3.343
1924-02-10 07:00:00,7,0.17,0.04,1924-02-10 14:00:00,-2.156,-0.593125,1.545
1924-02-12 05:00:00,15,0.17,0.02,1924-02-12 20:00:00,-2.756,0.00118749999999999,1.946
1924-02-17 16:00:00,6,0.12,0.04,1924-02-17 22:00:00,-3.455,-1.91228571428571,0.046
1924-02-19 10:00:00,26,2.62,0.36,1924-02-20 12:00:00,-3.156,-0.392777777777778,1.844
1924-02-25 22:00:00,6,0.14,0.03,1924-02-26 04:00:00,-3.757,-1.98414285714286,0.344
1924-03-05 17:00:00,8,0.11,0.07,1924-03-06 01:00:00,-2.556,-0.699555555555556,1.745
1924-03-10 21:00:00,28,1.64,0.16,1924-03-12 01:00:00,-2.054,0.623896551724138,2.546
1924-03-21 10:00:00,14,0.71,0.09,1924-03-22 00:00:00,-1.857,0.464733333333333,2.746
1924-03-26 04:00:00,17,0.67,0.08,1924-03-26 21:00:00,-1.457,1.17233333333333,2.644
1924-03-29 04:00:00,11,0.29,0.06,1924-03-29 15:00:00,-2.756,0.0280833333333334,2.244
1924-04-01 08:00:00,15,1.06,0.14,1924-04-01 23:00:00,-2.156,0.1195625,2.346
1924-04-06 11:00:00,19,1.39,0.19,1924-04-07 06:00:00,-2.556,1.0246,3.445
1924-04-18 03:00:00,21,2.16,0.3,1924-04-19 00:00:00,-2.556,0.390227272727273,3.343
1924-04-20 09:00:00,7,0.14,0.1,1924-04-20 16:00:00,-2.454,0.907125,3.343
1924-04-22 12:00:00,4,0.21,0.14,1924-04-22 16:00:00,-1.257,1.5642,3.445
1924-04-29 04:00:00,6,0.12,0.06,1924-04-29 10:00:00,-2.254,-0.140571428571429,2.644
1924-04-30 15:00:00,12,0.27,0.1,1924-05-01 03:00:00,-2.156,0.859846153846154,3.543
1924-05-08 00:00:00,45,0.93,0.24,1924-05-09 21:00:00,-1.955,0.546826086956522,3.045
1924-05-11 04:00:00,9,0.2,0.05,1924-05-11 13:00:00,-1.657,0.9946,2.946
1924-05-11 21:00:00,9,0.44,0.11,1924-05-12 06:00:00,-2.054,0.1551,2.946
1924-05-12 12:00:00,4,0.27,0.17,1924-05-12 16:00:00,-1.056,-0.3354,0.344
1924-05-14 21:00:00,4,0.17,0.08,1924-05-15 01:00:00,1.243,2.6442,3.645
1924-05-18 19:00:00,2,0.13,0.09,1924-05-18 21:00:00,-1.857,-1.45566666666667,-0.955
1924-05-21 04:00:00,13,0.48,0.09,1924-05-21 17:00:00,-2.454,0.651928571428571,3.343
1924-05-24 16:00:00,6,1.27,0.73,1924-05-24 22:00:00,0.643,1.72985714285714,2.844
1924-05-27 14:00:00,10,0.35,0.07,1924-05-28 00:00:00,-2.756,0.126272727272727,2.546
1924-05-29 14:00:00,5,0.39,0.14,1924-05-29 19:00:00,-2.854,-1.55533333333333,0.046
1924-06-01 18:00:00,7,0.34,0.09,1924-06-02 01:00:00,-3.455,-0.917875,2.444
1924-06-09 03:00:00,5,0.15,0.1,1924-06-09 08:00:00,0.046,1.461,2.444
1924-06-12 04:00:00,10,0.88,0.19,1924-06-12 14:00:00,-2.654,0.271909090909091,2.346
1924-06-13 14:00:00,5,0.54,0.17,1924-06-13 19:00:00,-2.556,-1.40516666666667,-0.154
1924-06-16 02:00:00,4,0.27,0.11,1924-06-16 06:00:00,-1.155,0.5052,2.346
1924-06-18 22:00:00,3,0.52,0.29,1924-06-19 01:00:00,-3.156,-0.5555,1.745
1924-06-25 16:00:00,2,0.24,0.2,1924-06-25 18:00:00,-3.054,-1.42166666666667,0.046
1924-06-27 09:00:00,12,0.46,0.08,1924-06-27 21:00:00,-2.756,-0.132307692307692,1.946
1924-06-29 01:00:00,4,0.6,0.3,1924-06-29 05:00:00,-0.955,0.6444,2.244
1924-07-08 10:00:00,11,0.85,0.39,1924-07-08 21:00:00,-3.255,-0.397083333333333,2.146
1924-07-13 05:00:00,9,1.52,1.04,1924-07-13 14:00:00,-2.756,0.0945,2.244
1924-07-22 15:00:00,12,0.71,0.26,1924-07-23 03:00:00,-2.654,-0.071,2.444
1924-08-01 04:00:00,2,0.21,0.13,1924-08-01 06:00:00,-0.856,-0.023,0.843
1924-08-12 03:00:00,9,0.97,0.37,1924-08-12 12:00:00,-2.756,-0.2258,2.444
1924-08-25 10:00:00,24,2.36,0.58,1924-08-26 10:00:00,-2.756,0.00451999999999998,2.644
1924-09-05 16:00:00,3,0.15,0.1,1924-09-05 19:00:00,1.243,2.34475,2.946
1924-09-07 17:00:00,7,0.37,0.28,1924-09-08 00:00:00,-0.955,0.87025,2.346
1924-09-09 09:00:00,11,1.06,0.52,1924-09-09 20:00:00,-2.556,0.127916666666667,2.346
1924-09-17 02:00:00,10,0.16,0.03,1924-09-17 12:00:00,-2.756,-0.191545454545455,2.146
1924-09-22 16:00:00,8,0.69,0.19,1924-09-23 00:00:00,-1.257,0.978,2.346
1924-09-29 09:00:00,32,2.5,0.47,1924-09-30 17:00:00,-2.854,1.20548484848485,3.944
1924-11-15 14:00:00,5,0.15,0.09,1924-11-15 19:00:00,-0.056,1.16083333333333,2.146
1924-11-21 22:00:00,23,1.2,0.22,1924-11-22 21:00:00,-2.854,-0.18,2.546
1924-11-29 04:00:00,9,0.35,0.09,1924-11-29 13:00:00,-3.356,-0.9358,1.844
1924-12-05 15:00:00,9,0.91,0.24,1924-12-06 00:00:00,-2.756,-0.136,2.146
1924-12-08 19:00:00,4,0.27,0.16,1924-12-08 23:00:00,-2.356,-0.4552,1.644
1924-12-13 04:00:00,4,0.1,0.04,1924-12-13 08:00:00,-1.355,0.0644,1.644
1924-12-24 01:00:00,17,0.81,0.21,1924-12-24 18:00:00,-3.455,-0.299777777777778,2.444
1925-01-02 05:00:00,23,1.73,0.21,1925-01-03 04:00:00,-2.454,0.232541666666667,2.644
1925-01-16 12:00:00,12,0.38,0.07,1925-01-17 00:00:00,-3.855,-1.03276923076923,1.444
1925-01-19 22:00:00,18,0.81,0.09,1925-01-20 16:00:00,-3.255,-0.055421052631579,2.746
1925-01-27 03:00:00,23,0.43,0.05,1925-01-28 02:00:00,-4.055,-1.04716666666667,2.146
1925-01-29 09:00:00,16,1.23,0.31,1925-01-30 01:00:00,-3.556,-0.955764705882353,1.243
1925-02-10 01:00:00,8,0.46,0.12,1925-02-10 09:00:00,-2.556,-0.133555555555556,1.745
1925-02-11 06:00:00,15,0.52,0.14,1925-02-11 21:00:00,-1.857,0.70075,3.143
1925-02-12 07:00:00,6,0.12,0.05,1925-02-12 13:00:00,-1.155,-0.0411428571428572,1.444
1925-02-26 01:00:00,8,0.33,0.13,1925-02-26 09:00:00,0.046,2.02244444444444,3.645
1925-03-01 12:00:00,8,1.46,0.8,1925-03-01 20:00:00,-3.455,-0.399888888888889,2.244
1925-03-17 08:00:00,12,0.34,0.08,1925-03-17 20:00:00,-2.854,-0.324615384615385,1.745
1925-03-19 00:00:00,10,0.42,0.15,1925-03-19 10:00:00,-3.054,-0.146181818181818,2.844
1925-03-27 16:00:00,12,0.62,0.18,1925-03-28 04:00:00,-2.654,-0.0936153846153846,2.546
1925-03-30 04:00:00,9,0.12,0.03,1925-03-30 13:00:00,-2.854,0.0646,2.346
1925-04-01 23:00:00,16,0.21,0.04,1925-04-02 15:00:00,-2.956,-0.556,2.044
1925-04-10 16:00:00,8,0.37,0.09,1925-04-11 00:00:00,-3.455,-1.39977777777778,1.243
1925-04-15 00:00:00,4,0.16,0.11,1925-04-15 04:00:00,-2.854,-1.3746,0.745
1925-04-17 17:00:00,4,0.27,0.09,1925-04-17 21:00:00,-2.654,-0.1956,1.545
1925-04-25 20:00:00,4,0.2,0.13,1925-04-26 00:00:00,-2.854,-1.975,-0.656
1925-04-28 12:00:00,14,0.58,0.07,1925-04-29 02:00:00,-3.054,-0.735066666666667,1.545
1925-04-29 23:00:00,24,0.38,0.08,1925-04-30 23:00:00,-1.257,0.86448,2.946
1925-05-11 16:00:00,7,0.45,0.17,1925-05-11 23:00:00,-3.556,-0.79225,1.946
1925-05-24 16:00:00,6,1.47,0.41,1925-05-24 22:00:00,-2.854,-0.998285714285714,1.345
1925-05-29 12:00:00,12,0.26,0.17,1925-05-30 00:00:00,-2.756,-0.416769230769231,1.844
1925-06-16 02:00:00,1,0.26,0.26,1925-06-16 03:00:00,-1.755,-1.4055,-1.056
1925-06-22 21:00:00,13,0.22,0.07,1925-06-23 10:00:00,-3.556,-0.684,2.444
1925-06-25 02:00:00,7,0.32,0.2,1925-06-25 09:00:00,-0.354,1.745,3.245
1925-06-25 16:00:00,1,0.19,0.19,1925-06-25 17:00:00,1.745,1.9455,2.146
1925-06-28 11:00:00,2,0.12,0.11,1925-06-28 13:00:00,-2.454,-1.822,-1.155
1925-07-05 00:00:00,6,0.42,0.31,1925-07-05 06:00:00,-1.355,1.34428571428571,3.143
1925-07-07 20:00:00,2,0.1,0.09,1925-07-07 22:00:00,-3.855,-3.12233333333333,-2.356
1925-07-08 15:00:00,3,0.67,0.58,1925-07-08 18:00:00,-0.256,0.9695,1.946
1925-07-10 17:00:00,2,0.48,0.3,1925-07-10 19:00:00,1.243,1.77833333333333,2.146
1925-07-15 16:00:00,7,0.29,0.22,1925-07-15 23:00:00,-2.756,0.32025,2.746
1925-07-16 21:00:00,3,0.48,0.43,1925-07-17 00:00:00,1.946,2.4705,2.946
1925-07-25 13:00:00,13,0.63,0.22,1925-07-26 02:00:00,-2.654,-0.305071428571429,1.946
1925-07-31 04:00:00,19,1.75,0.41,1925-07-31 23:00:00,-3.356,-0.2456,3.245
1925-08-05 07:00:00,6,0.26,0.11,1925-08-05 13:00:00,-3.655,-1.55628571428571,1.043
1925-08-08 23:00:00,4,0.37,0.2,1925-08-09 03:00:00,-2.854,-1.4954,0.643
1925-08-09 18:00:00,3,0.72,0.47,1925-08-09 21:00:00,0.246,1.52075,2.546
1925-08-21 04:00:00,13,0.56,0.13,1925-08-21 17:00:00,-3.054,-0.190714285714286,1.946
1925-09-03 08:00:00,2,0.86,0.81,1925-09-03 10:00:00,-2.956,-2.65533333333333,-2.356
1925-09-06 17:00:00,13,0.4,0.13,1925-09-07 06:00:00,-2.956,0.237714285714286,2.746
1925-09-15 21:00:00,4,0.43,0.2,1925-09-16 01:00:00,0.046,1.9638,3.143
1925-09-28 02:00:00,4,0.11,0.04,1925-09-28 06:00:00,-2.956,-1.9758,-0.656
1925-10-02 20:00:00,12,0.31,0.14,1925-10-03 08:00:00,-2.956,-0.0784615384615385,2.644
1925-10-04 14:00:00,7,0.97,0.33,1925-10-04 21:00:00,-1.555,0.919875,2.746
1925-10-09 10:00:00,7,0.61,0.26,1925-10-09 17:00:00,-2.556,-0.918125,1.444
1925-10-14 17:00:00,7,0.51,0.12,1925-10-15 00:00:00,-2.356,0.32,3.045
1925-10-16 20:00:00,7,0.28,0.13,1925-10-17 03:00:00,-3.054,0.620125,2.546
1925-10-17 11:00:00,1,0.11,0.11,1925-10-17 12:00:00,0.745,1.2945,1.844
1925-10-24 13:00:00,25,0.94,0.1,1925-10-25 14:00:00,-2.956,-0.0169615384615385,2.546
1925-10-30 13:00:00,10,0.33,0.05,1925-10-30 23:00:00,-3.757,-1.15581818181818,1.844
1925-11-02 16:00:00,9,0.16,0.05,1925-11-03 01:00:00,-3.054,-0.9356,1.844
1925-11-06 02:00:00,6,0.12,0.06,1925-11-06 08:00:00,-1.056,0.416428571428571,1.444
1925-11-08 11:00:00,7,0.29,0.16,1925-11-08 18:00:00,-1.555,-0.118125,1.745
1925-11-12 15:00:00,10,1.45,0.37,1925-11-13 01:00:00,-2.654,-0.00981818181818182,2.346
1925-11-16 00:00:00,6,0.66,0.33,1925-11-16 06:00:00,-0.154,1.68785714285714,3.045
1925-11-27 01:00:00,14,0.24,0.04,1925-11-27 15:00:00,-3.255,-0.208533333333333,2.546
1925-12-02 13:00:00,32,0.54,0.13,1925-12-03 21:00:00,-2.356,0.544606060606061,3.143
1925-12-05 17:00:00,6,0.15,0.12,1925-12-05 23:00:00,-1.657,1.37285714285714,3.543
1925-12-21 19:00:00,10,0.15,0.04,1925-12-22 05:00:00,-2.556,-0.200727272727273,2.546
1926-01-05 01:00:00,11,0.16,0.08,1926-01-05 12:00:00,-3.156,-0.739083333333333,1.444
1926-01-09 00:00:00,9,0.43,0.07,1926-01-09 09:00:00,-2.956,-0.6149,2.546
1926-01-17 21:00:00,29,0.49,0.08,1926-01-19 02:00:00,-3.655,-0.732133333333333,2.644
1926-01-21 13:00:00,20,1.43,0.2,1926-01-22 09:00:00,-2.556,-0.188619047619048,2.146
1926-01-31 07:00:00,33,0.56,0.05,1926-02-01 16:00:00,-4.656,-0.396529411764706,3.445
1926-02-03 14:00:00,26,0.72,0.06,1926-02-04 16:00:00,-3.156,-0.096037037037037,2.444
1926-02-09 16:00:00,23,0.9,0.12,1926-02-10 15:00:00,-3.156,-0.192791666666667,2.746
1926-02-14 10:00:00,9,0.34,0.12,1926-02-14 19:00:00,-3.255,0.5948,2.844
1926-02-19 09:00:00,9,0.29,0.1,1926-02-19 18:00:00,-1.955,-0.2355,1.644
1926-02-23 01:00:00,5,0.12,0.04,1926-02-23 06:00:00,-3.255,-1.7385,0.046
1926-02-25 09:00:00,13,0.41,0.12,1926-02-25 22:00:00,-1.457,0.893928571428571,2.444
1926-03-07 02:00:00,21,1.09,0.16,1926-03-07 23:00:00,-3.054,-0.214681818181818,1.844
1926-03-20 00:00:00,4,0.15,0.11,1926-03-20 04:00:00,-3.255,-1.775,0.246
1926-03-26 05:00:00,12,0.28,0.07,1926-03-26 17:00:00,-2.854,0.0678461538461538,2.644
1926-03-31 03:00:00,16,0.29,0.08,1926-03-31 19:00:00,-2.556,0.656470588235294,2.946
1926-04-04 19:00:00,1,0.14,0.14,1926-04-04 20:00:00,0.446,0.5445,0.643
1926-04-08 05:00:00,7,0.25,0.1,1926-04-08 12:00:00,-2.956,0.80675,2.644
1926-04-08 22:00:00,7,0.55,0.25,1926-04-09 05:00:00,-2.756,0.00675000000000002,1.946
1926-04-24 21:00:00,4,0.76,0.62,1926-04-25 01:00:00,0.945,2.0054,2.644
1926-05-14 04:00:00,5,0.54,0.26,1926-05-14 09:00:00,-1.755,0.3615,2.746
1926-05-15 20:00:00,26,1.02,0.16,1926-05-16 22:00:00,-3.054,-0.399851851851852,2.444
1926-05-18 21:00:00,4,0.14,0.08,1926-05-19 01:00:00,-2.654,-1.235,0.344
1926-05-23 01:00:00,2,0.1,0.07,1926-05-23 03:00:00,-1.155,-0.588666666666667,0.344
1926-05-31 05:00:00,5,0.37,0.12,1926-05-31 10:00:00,-1.657,0.394166666666667,2.644
1926-06-08 13:00:00,3,0.21,0.17,1926-06-08 16:00:00,-0.955,0.1195,1.545
1926-06-14 18:00:00,6,0.46,0.37,1926-06-15 00:00:00,-2.654,-1.041,1.243
1926-06-22 15:00:00,4,0.24,0.19,1926-06-22 19:00:00,-3.156,-2.1962,-1.257
1926-06-23 05:00:00,12,1.26,0.58,1926-06-23 17:00:00,-3.356,-0.924384615384615,1.545
1926-06-24 17:00:00,4,0.18,0.11,1926-06-24 21:00:00,-3.054,-2.2354,-1.056
1926-06-26 21:00:00,5,0.2,0.07,1926-06-27 02:00:00,-3.356,-0.255333333333333,2.746
1926-07-03 23:00:00,6,2.11,1.61,1926-07-04 05:00:00,-3.156,-1.45571428571429,0.545
1926-07-06 04:00:00,3,0.5,0.48,1926-07-06 07:00:00,-2.956,-2.1055,-1.355
1926-07-10 18:00:00,5,0.3,0.16,1926-07-10 23:00:00,-2.956,-1.65566666666667,-0.154
1926-07-13 20:00:00,14,0.34,0.15,1926-07-14 10:00:00,-2.854,-0.321733333333333,2.444
1926-07-14 16:00:00,36,3.29,1.54,1926-07-16 04:00:00,-3.356,-0.515,2.346
1926-07-18 20:00:00,2,0.54,0.31,1926-07-18 22:00:00,0.446,1.24466666666667,1.844
1926-07-25 01:00:00,3,0.69,0.66,1926-07-25 04:00:00,0.843,2.29425,3.343
1926-07-29 16:00:00,5,0.35,0.13,1926-07-29 21:00:00,-0.456,1.27783333333333,2.444
1926-08-01 02:00:00,4,0.46,0.41,1926-08-01 06:00:00,-2.254,-0.555,1.644
1926-08-07 18:00:00,5,0.78,0.55,1926-08-07 23:00:00,-2.756,-0.922166666666667,1.545
1926-08-12 23:00:00,6,1.7,1.15,1926-08-13 05:00:00,-3.156,-0.084,2.044
1926-08-14 15:00:00,8,0.53,0.31,1926-08-14 23:00:00,-1.955,0.344888888888889,1.946
1926-08-15 09:00:00,3,0.12,0.08,1926-08-15 12:00:00,-2.454,-1.3305,-0.256
1926-08-16 08:00:00,2,0.82,0.7,1926-08-16 10:00:00,-0.256,0.577666666666667,1.444
1926-08-18 07:00:00,13,0.33,0.06,1926-08-18 20:00:00,-2.756,-0.0340714285714286,2.346
1926-08-21 14:00:00,25,0.47,0.09,1926-08-22 15:00:00,-1.955,1.04088461538462,4.045
1926-08-24 13:00:00,5,0.2,0.07,1926-08-24 18:00:00,-0.056,1.695,2.946
1926-08-25 09:00:00,9,0.2,0.06,1926-08-25 18:00:00,-2.556,0.5649,3.143
1926-08-26 01:00:00,2,0.27,0.22,1926-08-26 03:00:00,1.043,2.21133333333333,3.245
1926-09-02 05:00:00,11,1.06,0.64,1926-09-02 16:00:00,-2.654,-0.472,1.745
1926-09-05 11:00:00,6,0.1,0.06,1926-09-05 17:00:00,-0.256,1.37328571428571,2.546
1926-09-06 17:00:00,6,1.84,1.13,1926-09-06 23:00:00,-1.955,-0.670285714285714,1.243
1926-09-09 18:00:00,9,0.86,0.69,1926-09-10 03:00:00,-2.156,0.0245,2.546
1926-09-23 22:00:00,3,0.38,0.16,1926-09-24 01:00:00,-2.756,-1.03025,1.145
1926-09-25 01:00:00,5,0.1,0.05,1926-09-25 06:00:00,-0.755,1.028,2.244
1926-09-28 18:00:00,19,0.27,0.05,1926-09-29 13:00:00,-2.254,0.48465,2.946
1926-09-30 08:00:00,9,0.17,0.04,1926-09-30 17:00:00,-2.356,-0.3454,1.745
1926-10-03 20:00:00,2,0.61,0.6,1926-10-03 22:00:00,-1.657,-0.422,0.745
1926-10-06 03:00:00,7,0.42,0.22,1926-10-06 10:00:00,-2.756,-0.8805,1.444
1926-10-17 07:00:00,2,0.16,0.12,1926-10-17 09:00:00,0.545,1.47866666666667,2.346
1926-10-18 12:00:00,4,0.35,0.18,1926-10-18 16:00:00,-0.856,0.665,2.346
1926-10-20 03:00:00,15,0.39,0.07,1926-10-20 18:00:00,-2.956,0.2943125,3.245
1926-10-24 14:00:00,20,0.95,0.22,1926-10-25 10:00:00,-1.457,1.28733333333333,3.343
1926-10-31 10:00:00,7,1.13,0.37,1926-10-31 17:00:00,-2.654,-0.279875,1.946
1926-11-09 03:00:00,5,0.2,0.11,1926-11-09 08:00:00,-0.755,0.861,2.044
1926-11-09 15:00:00,11,0.77,0.23,1926-11-10 02:00:00,-1.857,0.635583333333333,3.143
1926-11-16 05:00:00,14,0.99,0.3,1926-11-16 19:00:00,-1.355,1.68413333333333,4.144
1926-11-26 17:00:00,4,0.59,0.36,1926-11-26 21:00:00,1.745,2.2846,2.844
1926-11-30 03:00:00,5,0.46,0.12,1926-11-30 08:00:00,-3.054,-1.62116666666667,0.446
1926-12-05 07:00:00,13,0.76,0.12,1926-12-05 20:00:00,-3.556,-0.219785714285714,2.746
1926-12-09 21:00:00,10,0.15,0.06,1926-12-10 07:00:00,-2.956,-0.446181818181818,1.946
1926-12-25 19:00:00,16,1.14,0.18,1926-12-26 11:00:00,-3.255,-0.367352941176471,1.745
1926-12-28 04:00:00,21,1.3,0.19,1926-12-29 01:00:00,-2.356,0.185909090909091,2.244
1927-01-14 07:00:00,6,0.37,0.1,1927-01-14 13:00:00,-2.254,0.330285714285714,1.745
1927-01-15 05:00:00,19,0.52,0.05,1927-01-16 00:00:00,-4.954,-2.65535,0.046
1927-01-20 18:00:00,6,0.17,0.06,1927-01-21 00:00:00,-3.455,-1.89785714285714,0.046
1927-01-23 13:00:00,7,0.22,0.05,1927-01-23 20:00:00,-2.556,0.169375,1.644
1927-01-28 23:00:00,6,0.28,0.12,1927-01-29 05:00:00,-3.855,-1.74114285714286,0.545
1927-02-05 11:00:00,7,0.11,0.04,1927-02-05 18:00:00,-3.855,-0.055375,2.444
1927-02-13 15:00:00,14,0.39,0.06,1927-02-14 05:00:00,-3.255,-0.762333333333333,1.545
1927-02-18 04:00:00,4,0.33,0.2,1927-02-18 08:00:00,-1.155,0.3052,1.946
1927-02-19 05:00:00,40,2.13,0.19,1927-02-20 21:00:00,-2.156,1.29075609756098,4.344
1927-02-25 18:00:00,6,0.53,0.27,1927-02-26 00:00:00,-0.256,1.12985714285714,2.146
1927-03-08 08:00:00,3,0.19,0.17,1927-03-08 11:00:00,-1.355,-0.2805,0.745
1927-03-14 12:00:00,2,0.12,0.06,1927-03-14 14:00:00,0.643,1.31133333333333,1.946
1927-03-19 11:00:00,12,0.24,0.1,1927-03-19 23:00:00,-2.756,-0.0937692307692307,2.346
1927-03-21 11:00:00,17,0.26,0.1,1927-03-22 04:00:00,-2.054,0.855888888888889,3.045
1927-03-30 14:00:00,5,0.18,0.07,1927-03-30 19:00:00,-2.756,-0.989333333333333,0.945
1927-04-02 00:00:00,6,0.22,0.12,1927-04-02 06:00:00,-0.554,1.47357142857143,2.844
1927-04-05 16:00:00,13,0.15,0.05,1927-04-06 05:00:00,-2.654,0.630571428571429,3.045
1927-04-21 20:00:00,5,2.03,1.34,1927-04-22 01:00:00,-2.156,-1.20516666666667,-0.354
1927-04-22 07:00:00,15,0.18,0.05,1927-04-22 22:00:00,-2.956,-0.9801875,1.243
1927-04-26 18:00:00,6,0.27,0.18,1927-04-27 00:00:00,0.246,1.602,2.644
1927-04-27 13:00:00,6,0.28,0.1,1927-04-27 19:00:00,-2.454,-1.18385714285714,0.446
1927-04-30 11:00:00,7,0.24,0.09,1927-04-30 18:00:00,-1.555,0.71975,2.444
1927-05-04 16:00:00,2,0.37,0.21,1927-05-04 18:00:00,0.843,1.611,2.146
1927-05-06 06:00:00,4,0.12,0.04,1927-05-06 10:00:00,-0.955,0.6444,2.444
1927-05-08 23:00:00,8,0.22,0.04,1927-05-09 07:00:00,-2.654,-0.600111111111111,2.044
1927-05-10 20:00:00,2,0.42,0.34,1927-05-10 22:00:00,1.243,1.74433333333333,2.044
1927-05-14 16:00:00,7,0.23,0.07,1927-05-14 23:00:00,-1.955,-0.305,2.146
1927-05-26 10:00:00,6,0.2,0.16,1927-05-26 16:00:00,-1.457,0.786857142857143,3.245
1927-06-04 11:00:00,9,0.41,0.14,1927-06-04 20:00:00,-2.454,0.3346,2.444
1927-06-05 15:00:00,1,0.2,0.2,1927-06-05 16:00:00,-0.554,0.0445,0.643
1927-06-14 07:00:00,11,0.87,0.36,1927-06-14 18:00:00,-2.956,-0.514083333333333,1.745
1927-06-19 02:00:00,26,0.95,0.19,1927-06-20 04:00:00,-2.654,0.370592592592593,3.045
1927-06-22 23:00:00,2,1,0.9,1927-06-23 01:00:00,-1.257,-0.489,0.246
1927-07-10 13:00:00,3,0.18,0.1,1927-07-10 16:00:00,-2.454,-1.40475,-0.354
1927-07-16 21:00:00,4,0.5,0.29,1927-07-17 01:00:00,-3.655,-1.8156,0.643
1927-07-19 10:00:00,8,0.59,0.14,1927-07-19 18:00:00,-3.156,-0.466222222222222,2.244
1927-07-23 03:00:00,10,1.94,0.69,1927-07-23 13:00:00,-1.857,0.917545454545455,3.045
1927-07-30 19:00:00,9,1.1,0.67,1927-07-31 04:00:00,-2.956,-0.0154999999999999,2.946
1927-08-01 11:00:00,5,0.78,0.65,1927-08-01 16:00:00,-2.654,-0.3045,2.146
1927-08-08 15:00:00,14,1.71,0.55,1927-08-09 05:00:00,-2.356,0.151066666666667,2.946
1927-08-14 14:00:00,9,0.82,0.34,1927-08-14 23:00:00,-2.454,0.1952,2.946
1927-08-18 03:00:00,9,1.53,0.5,1927-08-18 12:00:00,-2.454,0.2251,2.244
1927-08-23 01:00:00,6,0.1,0.03,1927-08-23 07:00:00,-2.756,-1.16985714285714,0.843
1927-08-26 14:00:00,18,1.9,0.55,1927-08-27 08:00:00,-3.356,-0.0183684210526316,3.045
1927-08-28 12:00:00,6,0.13,0.06,1927-08-28 18:00:00,-0.154,1.28757142857143,2.444
1927-09-01 07:00:00,8,0.26,0.06,1927-09-01 15:00:00,-2.356,-0.466666666666667,1.545
1927-09-13 23:00:00,3,0.64,0.63,1927-09-14 02:00:00,-2.956,-0.20575,1.946
1927-09-19 00:00:00,7,1.39,0.69,1927-09-19 07:00:00,-1.755,-0.331,1.644
1927-09-19 19:00:00,3,0.28,0.23,1927-09-19 22:00:00,1.745,2.24475,2.644
1927-10-03 16:00:00,13,1.18,0.57,1927-10-04 05:00:00,-0.955,1.02371428571429,3.045
1927-10-08 05:00:00,10,0.36,0.08,1927-10-08 15:00:00,-2.854,-0.346272727272727,1.844
1927-10-09 07:00:00,9,0.58,0.15,1927-10-09 16:00:00,-3.156,0.0748,2.244
1927-10-12 22:00:00,10,1.02,0.44,1927-10-13 08:00:00,-1.257,1.95381818181818,4.446
1927-10-17 13:00:00,11,0.12,0.04,1927-10-18 00:00:00,-2.454,0.661833333333333,3.045
1927-10-18 06:00:00,42,2.43,0.32,1927-10-20 00:00:00,-1.755,1.47706976744186,4.144
1927-11-03 04:00:00,14,1.41,0.37,1927-11-03 18:00:00,-1.657,0.5516,2.444
1927-11-04 02:00:00,6,0.21,0.08,1927-11-04 08:00:00,-1.955,-0.469571428571429,1.545
1927-11-08 16:00:00,18,0.15,0.03,1927-11-09 10:00:00,-2.654,-0.244526315789474,2.946
1927-11-17 02:00:00,6,0.29,0.15,1927-11-17 08:00:00,-2.254,-0.440714285714286,2.044
1927-11-17 19:00:00,9,0.97,0.41,1927-11-18 04:00:00,-1.056,1.5639,3.645
1927-11-28 04:00:00,9,0.45,0.11,1927-11-28 13:00:00,-3.156,-0.9255,1.444
1927-12-02 07:00:00,10,0.92,0.28,1927-12-02 17:00:00,-2.254,-0.0831818181818182,1.545
1927-12-04 08:00:00,23,1.72,0.18,1927-12-05 07:00:00,-1.955,0.88625,3.543
1927-12-07 20:00:00,11,0.35,0.1,1927-12-08 07:00:00,-1.857,1.29433333333333,3.645
