"start","duration","depth","peak","end","td.min.hf","td.mean.hf","td.max.hf"
2005-12-05 20:00:00,10,0.1,0.02,2005-12-06 06:00:00,-3.167,-0.0120909090909091,2.784
2005-12-09 05:00:00,5,0.48,0.26,2005-12-09 10:00:00,0.192,2.03766666666667,3.227
2005-12-15 16:00:00,15,1.18,0.22,2005-12-16 07:00:00,-2.715,0.8080625,3.739
2005-12-25 14:00:00,19,0.42,0.12,2005-12-26 09:00:00,-2.101,0.93305,3.716
2005-12-29 07:00:00,13,0.3,0.05,2005-12-29 20:00:00,-1.967,1.26664285714286,4.566
2005-12-31 14:00:00,3,0.11,0.05,2005-12-31 17:00:00,1.403,3.02775,4.536
2006-01-02 13:00:00,16,1.37,0.16,2006-01-03 05:00:00,-2.393,1.70117647058824,4.254
2006-01-11 15:00:00,8,0.37,0.13,2006-01-11 23:00:00,-3.046,-0.656888888888889,2.134
2006-01-14 01:00:00,26,0.54,0.19,2006-01-15 03:00:00,-2.603,0.761925925925926,4.644
2006-01-17 22:00:00,16,0.75,0.18,2006-01-18 14:00:00,-2.272,1.70752941176471,4.434
2006-01-23 00:00:00,16,1.07,0.25,2006-01-23 16:00:00,-3.22,-0.081,3.24
2006-01-29 13:00:00,4,0.13,0.07,2006-01-29 17:00:00,0.891,2.8532,4.205
2006-02-03 02:00:00,9,0.33,0.13,2006-02-03 11:00:00,-0.228,2.597,4.543
2006-02-04 11:00:00,12,0.25,0.11,2006-02-04 23:00:00,-1.829,1.43646153846154,4.146
2006-02-11 16:00:00,22,0.67,0.07,2006-02-12 14:00:00,-2.754,0.504695652173913,3.033
2006-03-02 07:00:00,11,0.19,0.07,2006-03-02 18:00:00,-3.315,0.431333333333333,3.663
2006-03-12 09:00:00,5,0.47,0.19,2006-03-12 14:00:00,0.166,2.11683333333333,3.243
2006-03-26 00:00:00,6,0.22,0.07,2006-03-26 06:00:00,-2.337,-0.252,2.443
2006-04-03 20:00:00,4,0.32,0.22,2006-04-04 00:00:00,-1.947,-0.4864,1.337
2006-04-08 04:00:00,13,0.83,0.15,2006-04-08 17:00:00,-3.204,-0.1005,3.05
2006-04-21 22:00:00,33,2.15,0.38,2006-04-23 07:00:00,-1.629,1.36238235294118,4.211
2006-04-24 02:00:00,9,0.29,0.16,2006-04-24 11:00:00,-2.337,0.8806,3.995
2006-05-11 20:00:00,6,0.66,0.23,2006-05-12 02:00:00,-0.234,3.324,5.382
2006-05-13 13:00:00,2,0.33,0.31,2006-05-13 15:00:00,2.843,3.24566666666667,3.624
2006-05-15 04:00:00,4,0.52,0.31,2006-05-15 08:00:00,-0.562,1.4462,3.604
2006-05-16 05:00:00,3,0.26,0.15,2006-05-16 08:00:00,-0.08,1.52175,3.171
2006-05-19 02:00:00,7,0.35,0.29,2006-05-19 09:00:00,0.435,2.67475,4.339
2006-06-01 21:00:00,6,0.29,0.09,2006-06-02 03:00:00,-2.416,-0.810285714285714,1.203
2006-06-02 16:00:00,21,2.71,0.88,2006-06-03 13:00:00,-1.819,1.17231818181818,3.922
2006-06-08 20:00:00,3,0.34,0.22,2006-06-08 23:00:00,1.537,3.16475,4.487
2006-06-09 15:00:00,2,0.25,0.14,2006-06-09 17:00:00,-1.803,-0.809666666666667,0.169
2006-06-24 08:00:00,2,0.11,0.07,2006-06-24 10:00:00,-2.679,-0.901333333333333,0.701
2006-06-25 11:00:00,8,0.12,0.05,2006-06-25 19:00:00,-1.999,1.01833333333333,2.928
2006-06-26 06:00:00,11,0.78,0.38,2006-06-26 17:00:00,-1.911,0.901333333333333,3.388
2006-06-27 20:00:00,10,2.56,1.23,2006-06-28 06:00:00,-0.339,3.17509090909091,5.989
2006-06-29 03:00:00,2,0.53,0.52,2006-06-29 05:00:00,4.913,5.58133333333333,6.173
2006-07-02 19:00:00,2,0.34,0.33,2006-07-02 21:00:00,1.134,2.13,3.066
2006-07-04 20:00:00,5,0.34,0.28,2006-07-05 01:00:00,-0.969,1.42966666666667,3.588
2006-07-05 07:00:00,2,0.18,0.12,2006-07-05 09:00:00,2.479,2.653,2.899
2006-07-05 23:00:00,7,1.16,0.58,2006-07-06 06:00:00,-2.229,-0.172,2.272
2006-07-18 19:00:00,4,0.33,0.29,2006-07-18 23:00:00,0.973,2.7814,3.903
2006-07-22 00:00:00,23,0.95,0.64,2006-07-22 23:00:00,-2.882,0.668666666666667,4.1
2006-07-27 20:00:00,7,0.6,0.26,2006-07-28 03:00:00,-2.59,0.358,3.867
2006-07-28 15:00:00,1,0.2,0.2,2006-07-28 16:00:00,2.991,3.1385,3.286
2006-08-27 03:00:00,5,0.59,0.43,2006-08-27 08:00:00,0.028,2.363,4.011
2006-08-27 21:00:00,7,1.33,0.53,2006-08-28 04:00:00,-1.812,1.064,4.093
2006-08-29 16:00:00,4,1.88,1.19,2006-08-29 20:00:00,1.826,3.3964,4.3
2006-09-01 17:00:00,24,2,0.29,2006-09-02 17:00:00,0.373,2.85492,5.133
2006-09-05 08:00:00,16,2.45,0.71,2006-09-06 00:00:00,-2.649,1.36458823529412,4.474
2006-09-14 03:00:00,8,0.44,0.18,2006-09-14 11:00:00,-0.195,1.90177777777778,3.624
2006-09-14 19:00:00,17,0.44,0.13,2006-09-15 12:00:00,-1.757,1.23183333333333,4.559
2006-09-28 21:00:00,12,0.49,0.26,2006-09-29 09:00:00,-1.156,0.780769230769231,2.312
2006-10-01 05:00:00,4,0.23,0.08,2006-10-01 09:00:00,0.976,2.1336,2.876
2006-10-05 23:00:00,19,0.9,0.18,2006-10-06 18:00:00,-2.37,1.73905,4.585
2006-10-11 14:00:00,10,2.04,0.83,2006-10-12 00:00:00,-1.553,2.10227272727273,4.903
2006-10-17 10:00:00,14,1.12,0.2,2006-10-18 00:00:00,-1.547,1.85446666666667,4.218
2006-10-19 22:00:00,12,0.64,0.21,2006-10-20 10:00:00,-1.983,1.29238461538462,3.988
2006-10-27 17:00:00,16,1.39,0.24,2006-10-28 09:00:00,-1.494,2.31217647058824,5.238
2006-11-02 04:00:00,4,0.16,0.07,2006-11-02 08:00:00,-2.495,-0.6668,1.774
2006-11-07 23:00:00,19,2.22,0.44,2006-11-08 18:00:00,-1.937,1.81645,5.461
2006-11-12 15:00:00,7,0.55,0.25,2006-11-12 22:00:00,0.107,2.18375,3.693
2006-11-13 05:00:00,15,0.62,0.1,2006-11-13 20:00:00,-1.389,1.6903125,4.313
2006-11-16 17:00:00,4,0.77,0.33,2006-11-16 21:00:00,-0.106,2.3748,4.457
2006-11-22 13:00:00,20,0.39,0.08,2006-11-23 09:00:00,-1.396,1.78090476190476,4.546
2006-11-23 17:00:00,8,0.16,0.05,2006-11-24 01:00:00,-1.432,0.788888888888889,3.719
2006-12-01 14:00:00,7,0.2,0.18,2006-12-01 21:00:00,-2.055,0.100125,3.138
2006-12-13 09:00:00,6,0.19,0.07,2006-12-13 15:00:00,-2.134,-0.0685714285714286,2.751
2006-12-22 11:00:00,19,1.04,0.16,2006-12-23 06:00:00,-3.207,0.92945,3.45
2006-12-25 15:00:00,12,0.71,0.14,2006-12-26 03:00:00,-2.426,0.766923076923077,3.247
2006-12-31 21:00:00,19,1.45,0.35,2007-01-01 16:00:00,-2.272,1.66765,4.953
2007-01-05 10:00:00,20,0.17,0.05,2007-01-06 06:00:00,-2.721,0.895428571428571,3.952
2007-01-07 20:00:00,17,1.39,0.22,2007-01-08 13:00:00,-2.803,0.199888888888889,3.663
2007-02-02 18:00:00,3,0.12,0.07,2007-02-02 21:00:00,-2.472,-1.272,0.13
2007-02-13 11:00:00,25,0.67,0.14,2007-02-14 12:00:00,-3.164,0.228384615384615,3.463
2007-02-20 23:00:00,3,0.1,0.07,2007-02-21 02:00:00,-3.968,-0.9905,1.518
2007-02-25 15:00:00,14,0.5,0.09,2007-02-26 05:00:00,-2.81,-0.0606666666666667,2.646
2007-03-01 21:00:00,15,1.43,0.19,2007-03-02 12:00:00,-1.57,1.489625,5.163
2007-03-07 07:00:00,8,0.1,0.03,2007-03-07 15:00:00,-3.942,-1.31755555555556,2.157
2007-03-15 19:00:00,29,2.1,0.15,2007-03-17 00:00:00,-3.368,0.648466666666667,4.05
2007-03-23 13:00:00,7,0.12,0.04,2007-03-23 20:00:00,-3.079,0.156,1.869
2007-04-04 06:00:00,7,1.26,0.36,2007-04-04 13:00:00,-1.166,0.74725,3.283
2007-04-12 02:00:00,8,1.11,0.3,2007-04-12 10:00:00,-2.19,1.67977777777778,4.487
2007-04-15 00:00:00,35,5.09,0.43,2007-04-16 11:00:00,-2.495,1.94911111111111,5.451
2007-04-27 01:00:00,14,1.49,0.38,2007-04-27 15:00:00,-1.98,1.00506666666667,4.054
2007-05-12 20:00:00,6,0.39,0.13,2007-05-13 02:00:00,0.031,2.48271428571429,4.087
2007-05-16 17:00:00,3,1.05,0.78,2007-05-16 20:00:00,-3.712,-2.298,-0.717
2007-05-26 20:00:00,2,0.69,0.67,2007-05-26 22:00:00,1.826,2.622,3.299
2007-05-27 21:00:00,2,0.51,0.31,2007-05-27 23:00:00,2.4,3.08233333333333,3.522
2007-06-03 15:00:00,16,1.66,0.53,2007-06-04 07:00:00,-1.609,1.91805882352941,4.93
2007-06-12 14:00:00,9,0.8,0.62,2007-06-12 23:00:00,-2.718,0.513,4.625
2007-06-19 22:00:00,13,0.47,0.37,2007-06-20 11:00:00,-1.796,0.819285714285714,3.919
2007-06-27 22:00:00,3,0.72,0.47,2007-06-28 01:00:00,2.531,3.06525,3.571
2007-06-28 21:00:00,2,0.25,0.15,2007-06-28 23:00:00,0.474,1.70133333333333,2.84
2007-07-04 06:00:00,2,0.13,0.09,2007-07-04 08:00:00,0.195,1.22766666666667,2.292
2007-07-04 20:00:00,15,1.1,0.51,2007-07-05 11:00:00,-2.567,0.3711875,3.778
2007-07-05 22:00:00,2,0.1,0.07,2007-07-06 00:00:00,-3.292,-2.47533333333333,-1.58
2007-07-11 16:00:00,1,0.55,0.55,2007-07-11 17:00:00,-2.702,-2.2605,-1.819
2007-07-27 21:00:00,3,0.19,0.1,2007-07-28 00:00:00,2.348,3.60025,4.415
2007-07-29 09:00:00,4,1.19,1.09,2007-07-29 13:00:00,-1.163,1.2112,2.797
2007-08-05 21:00:00,4,0.34,0.2,2007-08-06 01:00:00,-2.026,-0.0203999999999999,2.059
2007-08-09 15:00:00,12,0.27,0.13,2007-08-10 03:00:00,-2.695,1.33615384615385,4.602
2007-08-17 14:00:00,2,0.13,0.12,2007-08-17 16:00:00,1.212,2.20533333333333,3.079
2007-08-19 13:00:00,19,0.77,0.13,2007-08-20 08:00:00,-2.869,0.52325,3.335
2007-08-20 16:00:00,38,1.32,0.18,2007-08-22 06:00:00,-1.993,0.843794871794872,3.473
2007-09-11 02:00:00,13,0.25,0.07,2007-09-11 15:00:00,-2.396,1.2725,3.88
2007-09-15 02:00:00,3,0.15,0.06,2007-09-15 05:00:00,2.361,2.87,3.263
2007-09-22 09:00:00,1,0.18,0.18,2007-09-22 10:00:00,2.403,2.423,2.443
2007-10-09 20:00:00,3,0.78,0.69,2007-10-09 23:00:00,-0.369,1.791,3.644
2007-10-11 02:00:00,4,0.59,0.22,2007-10-11 06:00:00,-0.185,1.8672,3.972
2007-10-11 12:00:00,1,0.12,0.12,2007-10-11 13:00:00,3.539,3.8785,4.218
2007-10-12 01:00:00,5,0.16,0.08,2007-10-12 06:00:00,-0.228,1.80183333333333,3.161
2007-10-19 22:00:00,2,0.18,0.14,2007-10-20 00:00:00,-0.097,0.892,1.803
2007-10-24 00:00:00,39,0.71,0.14,2007-10-25 15:00:00,-3.496,0.5001,3.962
2007-10-26 06:00:00,31,2.12,0.33,2007-10-27 13:00:00,-2.219,1.448625,4.962
2007-11-06 00:00:00,10,0.16,0.04,2007-11-06 10:00:00,-2.085,0.765727272727273,3.312
2007-11-13 08:00:00,5,0.13,0.05,2007-11-13 13:00:00,-2.83,-1.09133333333333,1.495
2007-11-15 09:00:00,7,0.16,0.06,2007-11-15 16:00:00,-2.255,-0.181375,2.21
2007-11-18 21:00:00,24,0.35,0.04,2007-11-19 21:00:00,-2.452,0.66588,3.512
2007-11-26 03:00:00,9,0.39,0.14,2007-11-26 12:00:00,-3.302,-0.5116,2.489
2007-11-26 18:00:00,7,0.11,0.06,2007-11-27 01:00:00,-2.954,-0.681125,1.721
2007-12-02 09:00:00,18,0.98,0.3,2007-12-03 03:00:00,-2.718,0.239473684210526,3.211
2007-12-05 14:00:00,8,0.12,0.03,2007-12-05 22:00:00,-2.964,-0.683444444444444,2.354
2007-12-08 03:00:00,7,0.13,0.04,2007-12-08 10:00:00,-3.325,-1.2305,1.048
2007-12-10 18:00:00,3,0.11,0.06,2007-12-10 21:00:00,-3.007,-1.70425,-0.251
2007-12-13 08:00:00,9,0.43,0.14,2007-12-13 17:00:00,-3.361,0.2928,3.758
2007-12-15 23:00:00,17,1,0.19,2007-12-16 16:00:00,-2.2,1.41633333333333,4.159
2007-12-23 04:00:00,17,0.31,0.08,2007-12-23 21:00:00,-2.816,0.857277777777778,4.789
2007-12-26 18:00:00,5,0.11,0.05,2007-12-26 23:00:00,-2.383,-0.830166666666667,1.472
2007-12-28 22:00:00,8,0.62,0.25,2007-12-29 06:00:00,-2.373,0.792222222222222,4.008
2007-12-30 16:00:00,12,0.46,0.11,2007-12-31 04:00:00,-1.986,0.825230769230769,3.069
2008-01-10 20:00:00,19,0.69,0.18,2008-01-11 15:00:00,-2.984,0.31615,3.962
2008-01-13 19:00:00,7,0.22,0.07,2008-01-14 02:00:00,-2.029,-0.000874999999999973,2.407
2008-01-17 15:00:00,14,0.67,0.09,2008-01-18 05:00:00,-2.272,0.624266666666667,3.243
2008-02-01 08:00:00,12,1.41,0.22,2008-02-01 20:00:00,-1.819,1.088,3.496
2008-02-12 17:00:00,27,1.74,0.25,2008-02-13 20:00:00,-3.433,0.849428571428571,3.86
2008-02-17 19:00:00,12,0.12,0.05,2008-02-18 07:00:00,-2.022,0.692769230769231,3.352
2008-02-22 04:00:00,17,0.42,0.1,2008-02-22 21:00:00,-2.948,0.3835,3.778
2008-02-26 15:00:00,5,0.13,0.05,2008-02-26 20:00:00,1.567,2.81683333333333,3.86
2008-03-04 21:00:00,13,0.58,0.22,2008-03-05 10:00:00,-1.596,1.08364285714286,3.23
2008-03-07 15:00:00,27,2.05,0.85,2008-03-08 18:00:00,-1.668,2.01667857142857,5.097
2008-03-16 03:00:00,8,0.1,0.04,2008-03-16 11:00:00,-1.573,2.67733333333333,4.995
2008-03-18 20:00:00,32,0.82,0.26,2008-03-20 04:00:00,-1.563,2.09512121212121,4.779
2008-04-01 01:00:00,9,0.22,0.16,2008-04-01 10:00:00,-2.298,0.4844,3.647
2008-04-01 22:00:00,1,0.14,0.14,2008-04-01 23:00:00,1.882,2.0855,2.289
2008-04-03 20:00:00,11,0.52,0.09,2008-04-04 07:00:00,-3.131,0.20525,2.997
2008-04-06 04:00:00,8,0.13,0.04,2008-04-06 12:00:00,-2.705,-0.0965555555555555,2.978
2008-04-11 21:00:00,4,0.14,0.1,2008-04-12 01:00:00,-2.196,-0.9286,0.825
2008-04-27 01:00:00,5,0.12,0.05,2008-04-27 06:00:00,0.041,2.40383333333333,3.955
2008-04-28 02:00:00,17,0.88,0.45,2008-04-28 19:00:00,-1.793,1.461,3.982
2008-05-09 02:00:00,20,1.57,0.32,2008-05-09 22:00:00,-2.721,1.01642857142857,4.398
2008-05-12 00:00:00,20,0.77,0.1,2008-05-12 20:00:00,-0.881,2.33990476190476,5.615
2008-05-16 01:00:00,14,0.75,0.33,2008-05-16 15:00:00,-2.462,0.952866666666667,3.817
2008-05-18 14:00:00,5,0.34,0.17,2008-05-18 19:00:00,-1.714,0.4815,2.968
2008-05-20 07:00:00,10,0.6,0.27,2008-05-20 17:00:00,-2.455,0.730272727272727,3.384
2008-05-27 21:00:00,2,0.16,0.1,2008-05-27 23:00:00,-1.055,-0.0276666666666666,1.006
2008-05-31 12:00:00,4,0.32,0.26,2008-05-31 16:00:00,-2.426,-0.3886,1.682
2008-06-03 22:00:00,11,1.78,0.53,2008-06-04 09:00:00,-2.396,1.73633333333333,4.894
2008-06-04 17:00:00,8,0.24,0.09,2008-06-05 01:00:00,-3.207,-0.179111111111111,3.959
2008-06-10 21:00:00,3,0.19,0.08,2008-06-11 00:00:00,-0.799,0.8055,2.374
2008-06-14 19:00:00,2,0.37,0.33,2008-06-14 21:00:00,0.015,1.34933333333333,2.584
2008-06-27 17:00:00,4,0.24,0.22,2008-06-27 21:00:00,0.911,2.6922,3.778
2008-07-06 17:00:00,1,0.49,0.49,2008-07-06 18:00:00,2.085,2.6085,3.132
2008-07-07 12:00:00,7,0.28,0.22,2008-07-07 19:00:00,-3.121,1.02275,3.243
2008-07-09 18:00:00,2,0.13,0.12,2008-07-09 20:00:00,2.646,2.911,3.237
2008-07-14 06:00:00,4,0.15,0.07,2008-07-14 10:00:00,-2.137,0.2146,2.056
2008-07-23 01:00:00,2,0.5,0.3,2008-07-23 03:00:00,0.179,1.44233333333333,2.617
2008-07-23 17:00:00,13,1.44,0.65,2008-07-24 06:00:00,-2.314,1.145,3.617
2008-07-27 14:00:00,2,0.38,0.29,2008-07-27 16:00:00,-2.774,-2.12766666666667,-1.386
2008-08-10 11:00:00,9,1.73,1.29,2008-08-10 20:00:00,-1.963,0.7549,4.224
2008-08-14 20:00:00,3,0.58,0.35,2008-08-14 23:00:00,0.097,1.96875,3.657
2008-09-06 12:00:00,9,2.19,0.63,2008-09-06 21:00:00,-2.423,2.2897,5.061
2008-09-09 11:00:00,1,0.39,0.39,2008-09-09 12:00:00,0.071,0.578,1.085
2008-09-12 14:00:00,12,0.66,0.21,2008-09-13 02:00:00,-2.357,0.948384615384615,3.798
2008-09-26 23:00:00,6,0.18,0.08,2008-09-27 05:00:00,-1.094,1.89771428571429,4.119
2008-09-27 19:00:00,12,0.43,0.12,2008-09-28 07:00:00,-2.62,0.990307692307692,4.037
2008-09-30 22:00:00,2,0.18,0.15,2008-10-01 00:00:00,-0.772,0.893333333333333,2.374
2008-10-25 04:00:00,18,0.63,0.37,2008-10-25 22:00:00,-2.285,1.298,4.096
2008-10-27 21:00:00,20,0.79,0.17,2008-10-28 17:00:00,-2.971,0.378523809523809,2.791
2008-11-05 19:00:00,18,0.21,0.11,2008-11-06 13:00:00,-2.426,0.597578947368421,3.151
2008-11-08 11:00:00,3,0.14,0.08,2008-11-08 14:00:00,-0.825,0.65725,2.161
2008-11-13 11:00:00,6,0.9,0.25,2008-11-13 17:00:00,0.638,2.69157142857143,4.132
2008-11-15 03:00:00,23,1.21,0.28,2008-11-16 02:00:00,-2.544,1.34829166666667,5.392
2008-11-21 09:00:00,5,0.1,0.06,2008-11-21 14:00:00,-2.022,0.422833333333333,2.764
2008-11-24 20:00:00,15,0.49,0.09,2008-11-25 11:00:00,-2.577,0.521875,2.807
2008-11-30 05:00:00,22,0.88,0.14,2008-12-01 03:00:00,-2.508,0.873739130434783,4.004
2008-12-10 07:00:00,46,3.52,0.41,2008-12-12 05:00:00,-3.866,0.42963829787234,3.739
2008-12-16 08:00:00,23,0.72,0.21,2008-12-17 07:00:00,-3.83,-0.129208333333333,3.168
2008-12-19 09:00:00,10,0.8,0.22,2008-12-19 19:00:00,-2.58,0.409,3.709
2008-12-21 05:00:00,7,0.23,0.06,2008-12-21 12:00:00,0.829,3.02775,4.628
2009-01-06 15:00:00,31,1.69,0.23,2009-01-07 22:00:00,-2.81,0.73859375,4.123
2009-01-27 22:00:00,22,0.88,0.16,2009-01-28 20:00:00,-2.875,0.746304347826087,3.998
2009-02-03 16:00:00,12,0.56,0.12,2009-02-04 04:00:00,-2.255,0.700769230769231,3.122
2009-02-18 13:00:00,8,0.18,0.05,2009-02-18 21:00:00,-1.265,0.735111111111111,2.941
2009-03-01 20:00:00,12,0.13,0.04,2009-03-02 08:00:00,-2.108,1.01153846153846,3.585
2009-03-19 12:00:00,3,0.11,0.05,2009-03-19 15:00:00,-3.213,-2.17,-0.891
2009-03-26 15:00:00,7,0.3,0.1,2009-03-26 22:00:00,-2.085,0.153375,2.912
2009-03-28 01:00:00,8,0.27,0.06,2009-03-28 09:00:00,-2.472,1.23033333333333,4.011
2009-03-29 02:00:00,10,0.33,0.13,2009-03-29 12:00:00,-2.305,0.936272727272727,4.1
2009-04-01 14:00:00,10,0.25,0.07,2009-04-02 00:00:00,-1.822,1.19009090909091,3.417
2009-04-03 03:00:00,13,0.58,0.27,2009-04-03 16:00:00,-1.13,1.46678571428571,4.28
2009-04-06 06:00:00,13,0.4,0.1,2009-04-06 19:00:00,-2.334,0.827642857142857,4.08
2009-04-11 05:00:00,10,0.44,0.11,2009-04-11 15:00:00,-3.085,0.0326363636363636,2.892
2009-04-13 22:00:00,45,1.19,0.11,2009-04-15 19:00:00,-3.158,0.413021739130435,3.552
2009-04-20 09:00:00,17,0.86,0.24,2009-04-21 02:00:00,-1.022,1.93366666666667,4.014
2009-04-21 21:00:00,2,0.16,0.12,2009-04-21 23:00:00,2.833,3.449,3.952
2009-05-02 05:00:00,7,0.12,0.04,2009-05-02 12:00:00,-1.297,1.33425,3.076
2009-05-03 04:00:00,52,1.1,0.09,2009-05-05 08:00:00,-2.849,0.617981132075472,3.739
2009-05-05 19:00:00,5,0.31,0.09,2009-05-06 00:00:00,-0.612,2.218,3.824
2009-05-06 20:00:00,9,1.17,0.74,2009-05-07 05:00:00,-0.5,2.0434,4.28
2009-05-07 13:00:00,3,0.21,0.11,2009-05-07 16:00:00,0.205,1.666,3.138
2009-05-14 22:00:00,4,0.72,0.41,2009-05-15 02:00:00,-1.799,-0.7968,0.651
2009-05-29 03:00:00,2,0.43,0.37,2009-05-29 05:00:00,3.289,4.13333333333333,4.841
2009-05-29 17:00:00,3,0.54,0.53,2009-05-29 20:00:00,2.036,3.15475,3.873
2009-06-03 16:00:00,13,0.45,0.31,2009-06-04 05:00:00,-2.964,0.695,4.096
2009-06-04 13:00:00,34,0.86,0.12,2009-06-05 23:00:00,-2.39,0.899771428571429,4.362
2009-06-09 07:00:00,2,1.03,0.91,2009-06-09 09:00:00,-2.075,-1.212,-0.356
2009-06-11 10:00:00,6,0.2,0.1,2009-06-11 16:00:00,-1.881,1.018,3.686
2009-06-11 22:00:00,10,0.17,0.1,2009-06-12 08:00:00,-1.478,2.12072727272727,4.707
2009-06-13 12:00:00,14,0.26,0.19,2009-06-14 02:00:00,-2.154,0.9032,3.621
2009-06-15 18:00:00,2,0.12,0.07,2009-06-15 20:00:00,3.621,3.93366666666667,4.267
2009-06-16 03:00:00,3,0.13,0.11,2009-06-16 06:00:00,0.346,2.06375,3.483
2009-06-17 16:00:00,21,0.73,0.23,2009-06-18 13:00:00,-1.251,2.03331818181818,4.457
2009-06-20 09:00:00,8,0.52,0.25,2009-06-20 17:00:00,-1.333,1.769,3.919
2009-06-21 23:00:00,3,0.12,0.11,2009-06-22 02:00:00,3.978,4.75075,5.422
2009-07-02 01:00:00,1,0.15,0.15,2009-07-02 02:00:00,0.314,0.819,1.324
2009-07-12 00:00:00,4,0.67,0.6,2009-07-12 04:00:00,-0.202,2.1908,4.018
2009-07-16 19:00:00,1,0.17,0.17,2009-07-16 20:00:00,3.434,3.6555,3.877
2009-07-17 19:00:00,1,0.15,0.15,2009-07-17 20:00:00,3.142,3.6485,4.155
2009-07-24 19:00:00,1,0.17,0.17,2009-07-24 20:00:00,-0.415,0.1675,0.75
2009-07-29 16:00:00,3,0.47,0.31,2009-07-29 19:00:00,0.432,2.22375,3.791
2009-07-31 16:00:00,2,1.41,1.39,2009-07-31 18:00:00,-2.134,-0.685,0.848
2009-08-02 11:00:00,2,1.59,1.42,2009-08-02 13:00:00,2.328,2.94366666666667,3.388
2009-08-06 05:00:00,5,0.11,0.05,2009-08-06 10:00:00,-2.515,-1.1595,0.668
2009-08-09 00:00:00,10,1.92,0.89,2009-08-09 10:00:00,-2.278,1.31372727272727,3.965
2009-08-13 14:00:00,2,0.11,0.06,2009-08-13 16:00:00,-0.405,1.138,2.564
2009-08-18 19:00:00,7,0.31,0.2,2009-08-19 02:00:00,-1.671,2.247875,4.342
2009-08-21 17:00:00,1,0.17,0.17,2009-08-21 18:00:00,0.428,0.9875,1.547
2009-08-22 00:00:00,11,0.98,0.45,2009-08-22 11:00:00,-2.465,1.28583333333333,4.461
2009-08-22 18:00:00,4,2.2,1.23,2009-08-22 22:00:00,-2.157,-0.3882,1.55
2009-08-28 12:00:00,20,1.22,0.76,2009-08-29 08:00:00,-2.646,0.817761904761905,4.159
2009-08-29 18:00:00,6,1.58,0.92,2009-08-30 00:00:00,2.006,3.43871428571429,4.529
2009-09-10 18:00:00,32,2.15,0.3,2009-09-12 02:00:00,-2.193,1.31433333333333,4.352
2009-09-23 06:00:00,2,0.13,0.1,2009-09-23 08:00:00,-0.162,0.852666666666667,1.888
2009-09-26 19:00:00,19,1.01,0.14,2009-09-27 14:00:00,-1.274,1.43455,4.369
2009-09-28 17:00:00,2,0.27,0.26,2009-09-28 19:00:00,0.471,1.60166666666667,2.695
2009-10-15 09:00:00,12,0.48,0.09,2009-10-15 21:00:00,-2.285,1.108,3.84
2009-10-16 05:00:00,15,0.39,0.1,2009-10-16 20:00:00,-1.261,1.5689375,4.999
2009-10-17 03:00:00,29,0.95,0.16,2009-10-18 08:00:00,-1.688,1.7539,4.989
2009-10-23 19:00:00,27,1.52,0.6,2009-10-24 22:00:00,-1.645,1.66675,4.684
2009-10-27 05:00:00,32,1.88,0.3,2009-10-28 13:00:00,-1.445,1.69509090909091,4.533
2009-10-31 04:00:00,17,0.17,0.04,2009-10-31 21:00:00,-1.524,1.11838888888889,4.395
2009-11-11 22:00:00,23,0.34,0.04,2009-11-12 21:00:00,-1.392,1.64583333333333,4.336
2009-11-13 20:00:00,13,0.15,0.04,2009-11-14 09:00:00,-1.297,2.02307142857143,4.421
2009-11-19 19:00:00,11,0.93,0.54,2009-11-20 06:00:00,-2.36,0.522916666666667,3.024
2009-11-23 16:00:00,16,0.28,0.11,2009-11-24 08:00:00,-1.481,1.84088235294118,4.037
2009-11-25 13:00:00,9,0.11,0.03,2009-11-25 22:00:00,-1.557,1.6396,3.873
2009-11-30 12:00:00,7,0.21,0.06,2009-11-30 19:00:00,-3.082,0.177875,3.716
2009-12-02 16:00:00,14,1.13,0.27,2009-12-03 06:00:00,-2.797,0.975733333333333,4.004
2009-12-05 11:00:00,8,0.4,0.09,2009-12-05 19:00:00,-1.616,2.25211111111111,4.421
2009-12-09 01:00:00,10,2.13,0.51,2009-12-09 11:00:00,-3,1.83790909090909,4.871
2009-12-13 09:00:00,10,1.11,0.35,2009-12-13 19:00:00,-2.216,0.774909090909091,3.352
2009-12-19 06:00:00,19,0.31,0.07,2009-12-20 01:00:00,-2.183,0.8537,4.447
2009-12-25 19:00:00,30,2.06,0.39,2009-12-27 01:00:00,-1.406,2.38638709677419,4.91
2009-12-31 06:00:00,4,0.1,0.04,2009-12-31 10:00:00,-3.197,-1.3628,1.462
2009-12-31 20:00:00,6,0.2,0.05,2010-01-01 02:00:00,-2.508,0.788285714285714,3.217
2010-01-17 10:00:00,15,0.76,0.2,2010-01-18 01:00:00,-2.301,0.811375,3.552
2010-01-24 21:00:00,29,1.28,0.32,2010-01-26 02:00:00,-1.832,1.4336,5.117
2010-02-05 20:00:00,20,0.44,0.06,2010-02-06 16:00:00,-3.003,0.550571428571429,4.031
2010-02-09 21:00:00,28,1.35,0.21,2010-02-11 01:00:00,-3.774,0.206758620689655,4.664
2010-02-22 20:00:00,28,1.01,0.15,2010-02-24 00:00:00,-2.498,1.04520689655172,4.044
2010-02-25 01:00:00,9,0.13,0.03,2010-02-25 10:00:00,-1.73,1.1578,4.634
